@relation 'RandomTit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-V-R3,2,6-7,5,8,4,1_clustered'

@attribute Instance_number numeric
@attribute ﻿Survived {0,1}
@attribute Pclass {1,2,3}
@attribute Sex {0,1}
@attribute Age {0,1,2,3,4}
@attribute Fare {0,1,2,3}
@attribute Has_Cabin {0,1}
@attribute FamilySize {1,2,3,4,5,6,7,8,11}
@attribute IsAlone {0,1}
@attribute Cluster {cluster0,cluster1}

@data
585,0,2,1,2,1,0,1,1,cluster0
586,0,1,1,1,3,1,1,1,cluster0
587,1,2,0,1,1,1,1,1,cluster0
588,0,1,1,3,2,1,1,1,cluster0
589,1,3,1,1,1,1,1,1,cluster0
590,0,3,1,1,0,0,1,1,cluster0
591,1,2,0,1,3,0,4,0,cluster1
592,1,2,0,2,3,0,4,0,cluster1
593,1,1,0,2,3,1,1,1,cluster0
594,0,3,1,1,0,0,1,1,cluster0
595,0,3,1,2,1,0,1,1,cluster0
596,0,3,0,0,3,0,8,0,cluster1
597,0,3,1,1,2,0,2,0,cluster1
598,0,3,1,1,2,0,1,1,cluster0
599,0,3,0,1,2,0,2,0,cluster1
600,1,2,0,1,2,0,3,0,cluster1
601,1,1,0,1,3,1,2,0,cluster1
602,0,3,1,1,0,0,1,1,cluster0
603,1,1,1,4,2,1,1,1,cluster0
604,0,3,0,1,1,0,1,1,cluster0
605,0,3,0,0,0,0,1,1,cluster0
606,1,1,0,2,3,1,2,0,cluster1
607,1,3,0,0,3,0,7,0,cluster1
608,1,2,0,1,1,1,1,1,cluster0
609,1,1,0,2,3,1,1,1,cluster0
610,0,1,1,2,0,0,1,1,cluster0
611,0,3,0,2,3,0,7,0,cluster1
612,1,2,1,0,1,0,1,1,cluster0
613,0,3,1,1,0,0,1,1,cluster0
614,0,3,1,1,0,0,1,1,cluster0
615,0,3,1,1,0,0,1,1,cluster0
616,0,3,1,1,0,0,1,1,cluster0
617,0,3,1,1,1,0,1,1,cluster0
618,0,3,1,0,2,0,6,0,cluster1
619,1,1,0,1,3,1,1,1,cluster0
620,0,3,1,1,0,0,1,1,cluster0
621,1,3,0,1,0,0,1,1,cluster0
622,1,3,0,0,0,0,1,1,cluster0
623,1,1,0,1,3,1,5,0,cluster1
624,1,3,0,1,0,0,1,1,cluster0
625,0,3,0,2,3,0,8,0,cluster1
626,1,2,0,0,2,0,3,0,cluster1
627,0,3,1,1,2,0,3,0,cluster0
628,0,2,0,2,1,0,1,1,cluster0
629,1,1,0,3,3,1,1,1,cluster0
630,1,3,1,0,0,0,1,1,cluster0
631,0,3,1,1,0,0,1,1,cluster0
632,0,3,1,4,0,0,1,1,cluster0
633,0,3,1,2,1,0,1,1,cluster0
634,0,3,1,2,1,0,1,1,cluster0
635,0,2,1,2,2,0,2,0,cluster1
636,0,3,1,1,0,0,1,1,cluster0
637,0,2,1,2,1,0,1,1,cluster0
638,0,1,1,1,3,0,1,1,cluster0
639,0,1,1,2,0,1,1,1,cluster0
640,0,3,1,1,0,0,1,1,cluster0
641,1,2,0,1,2,0,2,0,cluster1
642,1,1,0,3,2,1,1,1,cluster0
643,0,3,1,1,0,0,3,0,cluster0
644,0,3,1,2,1,0,3,0,cluster1
645,1,1,1,0,3,1,3,0,cluster0
646,0,3,1,2,0,1,1,1,cluster0
647,1,1,1,1,3,1,3,0,cluster0
648,0,1,1,4,2,1,1,1,cluster0
649,0,3,0,2,3,0,5,0,cluster1
650,1,2,0,2,1,1,1,1,cluster0
651,1,3,1,1,1,0,1,1,cluster0
652,0,3,1,0,3,0,6,0,cluster0
653,1,1,0,3,3,1,2,0,cluster1
654,1,3,0,2,0,0,1,1,cluster0
655,1,2,0,0,3,0,4,0,cluster1
656,1,2,0,2,1,0,1,1,cluster0
657,0,3,1,2,1,0,1,1,cluster0
658,1,3,0,0,2,0,3,0,cluster1
659,0,2,1,2,2,0,1,1,cluster0
660,0,3,1,1,0,0,1,1,cluster0
661,1,1,0,1,3,1,3,0,cluster1
662,0,3,1,2,2,0,2,0,cluster1
663,0,2,1,1,0,0,1,1,cluster0
664,0,2,1,1,2,0,1,1,cluster0
665,0,3,1,1,0,0,1,1,cluster0
666,1,2,0,2,3,0,3,0,cluster1
667,0,3,1,1,0,0,1,1,cluster0
668,0,3,1,2,0,0,1,1,cluster0
669,0,2,1,1,1,0,1,1,cluster0
670,0,3,1,1,0,0,1,1,cluster0
671,1,2,0,2,2,0,1,1,cluster1
672,1,3,0,2,2,0,2,0,cluster1
673,0,3,1,1,2,0,4,0,cluster0
674,1,1,1,2,2,1,1,1,cluster0
675,1,3,1,1,1,0,1,1,cluster0
676,1,3,1,0,1,0,1,1,cluster0
677,0,3,1,2,0,0,1,1,cluster0
678,0,2,1,1,3,0,3,0,cluster0
679,0,3,1,1,1,0,1,1,cluster0
680,0,1,1,3,2,0,1,1,cluster0
681,1,2,0,0,2,0,3,0,cluster1
682,0,3,1,0,3,0,7,0,cluster0
683,1,1,1,2,2,0,1,1,cluster0
684,1,1,0,1,2,0,1,1,cluster0
685,0,3,1,1,0,0,1,1,cluster0
686,0,3,0,1,2,0,3,0,cluster1
687,0,3,1,2,0,0,1,1,cluster0
688,0,3,1,2,0,0,1,1,cluster0
689,0,3,1,2,1,0,1,1,cluster0
690,1,2,1,1,1,0,1,1,cluster0
691,0,3,1,2,0,0,1,1,cluster0
692,1,1,1,1,2,1,1,1,cluster0
693,0,1,1,1,2,1,1,1,cluster0
694,0,1,1,1,3,1,1,1,cluster0
695,0,1,1,2,3,1,1,1,cluster0
696,0,3,1,3,1,0,1,1,cluster0
697,1,1,1,2,2,1,1,1,cluster0
698,1,2,0,0,2,0,3,0,cluster1
699,1,3,1,1,1,0,1,1,cluster0
700,0,3,1,2,0,0,1,1,cluster0
701,0,2,1,1,1,0,1,1,cluster0
702,1,3,0,1,0,0,1,1,cluster0
703,0,1,1,3,3,1,1,1,cluster0
704,0,3,1,2,1,0,1,1,cluster0
705,1,3,0,2,2,0,2,0,cluster1
706,0,3,1,1,0,0,1,1,cluster0
707,0,3,1,1,1,0,1,1,cluster0
708,0,3,1,1,0,0,1,1,cluster0
709,1,1,0,3,3,1,2,0,cluster1
710,0,3,1,0,3,0,6,0,cluster0
711,1,2,0,1,1,0,1,1,cluster0
712,1,1,0,3,2,1,1,1,cluster0
713,0,2,1,2,2,0,4,0,cluster1
714,1,3,1,1,2,0,3,0,cluster0
715,1,1,0,1,3,1,1,1,cluster0
716,1,1,0,2,3,1,2,0,cluster1
717,0,3,1,4,0,0,1,1,cluster0
718,0,3,1,2,0,0,1,1,cluster0
719,0,2,1,2,0,0,1,1,cluster0
720,1,3,1,2,1,0,1,1,cluster0
721,0,3,1,1,0,0,1,1,cluster0
722,0,1,1,3,2,0,1,1,cluster0
723,1,2,0,1,1,0,1,1,cluster0
724,0,1,1,1,3,1,2,0,cluster0
725,0,3,1,2,0,0,1,1,cluster0
726,1,1,0,2,3,1,2,0,cluster1
727,0,1,1,1,3,0,2,0,cluster0
728,1,1,0,1,3,0,1,1,cluster0
729,1,2,0,1,3,0,1,1,cluster0
730,0,3,0,0,2,0,5,0,cluster1
731,0,3,1,1,1,0,1,1,cluster0
732,1,1,0,1,3,1,2,0,cluster1
733,0,3,0,1,0,0,3,0,cluster0
734,0,3,1,1,1,0,1,1,cluster0
735,0,2,1,1,1,0,1,1,cluster0
736,0,3,1,1,1,0,1,1,cluster0
737,1,1,1,1,2,0,1,1,cluster0
738,0,3,0,1,0,0,1,1,cluster0
739,1,1,0,1,3,0,2,0,cluster1
740,0,3,1,1,2,0,3,0,cluster0
741,1,2,0,1,2,0,2,0,cluster1
742,0,3,1,1,0,0,1,1,cluster0
743,0,3,1,1,0,0,1,1,cluster0
744,0,1,1,4,3,0,1,1,cluster0
745,0,3,1,1,0,0,1,1,cluster0
746,1,1,0,3,3,1,2,0,cluster1
747,0,2,1,3,1,0,1,1,cluster0
748,1,2,1,0,2,0,3,0,cluster1
749,0,1,1,1,3,1,1,1,cluster0
750,1,2,0,2,2,0,2,0,cluster1
751,0,2,1,1,1,0,4,0,cluster0
752,0,3,1,3,1,0,1,1,cluster0
753,1,3,0,0,1,0,3,0,cluster1
754,1,1,1,2,3,1,4,0,cluster1
755,0,3,1,2,0,0,1,1,cluster0
756,0,3,1,1,0,0,1,1,cluster0
757,1,3,0,0,2,0,4,0,cluster1
758,1,1,0,1,3,1,2,0,cluster1
759,0,3,1,1,0,0,3,0,cluster0
760,0,1,1,3,3,0,2,0,cluster1
761,1,1,0,2,2,1,1,1,cluster1
762,1,1,0,3,3,1,2,0,cluster1
763,1,2,0,3,2,0,1,1,cluster0
764,1,1,0,2,3,1,1,1,cluster0
765,0,3,1,2,0,0,1,1,cluster0
766,1,2,0,0,2,0,4,0,cluster1
767,1,3,1,1,1,0,1,1,cluster0
768,1,1,0,0,3,1,1,1,cluster0
769,0,3,1,0,2,0,6,0,cluster1
770,1,3,1,2,1,0,1,1,cluster0
771,1,2,1,1,1,0,1,1,cluster0
772,0,1,1,1,3,0,1,1,cluster0
773,0,3,1,1,1,0,1,1,cluster0
774,0,2,1,1,2,0,1,1,cluster0
775,0,2,1,1,1,0,1,1,cluster0
776,0,3,0,1,0,0,1,1,cluster0
777,1,3,1,0,1,0,3,0,cluster0
778,0,1,1,1,2,1,1,1,cluster0
779,0,3,1,2,1,0,1,1,cluster0
780,0,3,0,1,2,0,5,0,cluster1
781,0,3,1,1,2,0,2,0,cluster1
782,0,3,1,1,1,0,1,1,cluster0
783,0,3,1,1,0,0,1,1,cluster0
784,0,3,1,1,0,0,1,1,cluster0
785,1,1,1,1,3,1,2,0,cluster0
786,0,3,1,1,0,0,1,1,cluster0
787,0,3,1,1,0,0,1,1,cluster0
788,0,3,1,1,0,0,1,1,cluster0
789,0,1,1,2,2,0,1,1,cluster0
790,1,1,0,2,3,1,1,1,cluster0
791,0,3,1,1,2,0,1,1,cluster0
792,1,3,0,1,0,0,1,1,cluster0
793,0,3,1,1,0,0,1,1,cluster0
794,0,3,1,1,0,0,1,1,cluster0
795,0,3,1,2,0,0,1,1,cluster0
796,1,3,0,0,1,0,2,0,cluster1
797,1,2,0,1,1,0,3,0,cluster1
798,1,2,0,0,3,1,4,0,cluster1
799,0,1,1,4,3,1,1,1,cluster0
800,0,3,1,0,2,0,3,0,cluster1
801,0,2,1,1,2,0,1,1,cluster0
802,0,3,1,2,1,0,3,0,cluster1
803,0,3,0,2,3,0,11,0,cluster1
804,0,3,1,2,1,0,1,1,cluster0
805,1,2,0,1,2,0,2,0,cluster1
806,1,2,0,2,2,0,4,0,cluster1
807,0,1,1,1,3,1,2,0,cluster0
808,1,2,0,1,2,0,3,0,cluster1
809,0,3,1,2,0,0,1,1,cluster0
810,0,3,1,1,0,0,1,1,cluster0
811,1,3,1,1,2,0,3,0,cluster0
812,0,3,1,1,0,1,1,1,cluster0
813,1,2,0,1,2,0,2,0,cluster1
814,0,3,1,1,0,0,1,1,cluster0
815,0,1,1,2,3,1,3,0,cluster1
816,0,3,1,0,2,0,6,0,cluster1
817,0,3,1,1,0,0,1,1,cluster0
818,0,3,0,0,3,0,11,0,cluster1
819,0,2,1,1,2,0,2,0,cluster1
820,1,2,0,1,1,0,1,1,cluster0
821,1,2,1,2,1,1,1,1,cluster0
822,0,3,1,2,2,0,1,1,cluster0
823,1,3,0,1,1,1,2,0,cluster1
824,0,1,1,3,3,1,3,0,cluster0
825,0,1,1,2,2,0,1,1,cluster0
826,0,3,0,2,2,0,2,0,cluster1
827,0,3,1,2,0,0,1,1,cluster0
828,1,3,1,1,3,0,1,1,cluster0
829,1,1,0,2,3,1,3,0,cluster1
830,0,3,1,2,1,0,1,1,cluster0
831,0,1,1,2,3,1,1,1,cluster0
832,1,1,1,1,3,1,2,0,cluster0
833,1,1,1,1,2,0,1,1,cluster0
834,0,3,1,1,0,0,1,1,cluster0
835,0,3,1,0,1,0,1,1,cluster0
836,0,3,0,1,1,1,3,0,cluster1
837,0,3,1,2,1,0,1,1,cluster0
838,1,1,1,1,3,1,2,0,cluster0
839,0,3,1,1,0,0,1,1,cluster0
840,1,3,0,1,0,0,1,1,cluster0
841,0,3,1,2,3,0,11,0,cluster1
842,0,3,1,1,1,0,1,1,cluster0
843,0,3,1,2,2,0,1,1,cluster0
844,0,3,1,1,0,0,1,1,cluster0
845,0,3,0,1,1,0,2,0,cluster1
846,1,3,0,0,2,1,3,0,cluster1
847,0,3,1,1,1,0,1,1,cluster0
848,1,2,1,0,3,0,3,0,cluster0
849,1,3,1,1,2,0,3,0,cluster0
850,0,3,1,1,1,0,1,1,cluster0
851,1,2,0,1,2,0,4,0,cluster1
852,0,1,1,1,3,1,2,0,cluster0
853,1,1,0,2,3,1,2,0,cluster1
854,0,3,1,1,1,0,1,1,cluster0
855,1,2,1,0,2,0,3,0,cluster1
856,0,1,1,1,3,1,2,0,cluster0
857,0,3,1,2,0,0,1,1,cluster0
858,1,3,1,1,0,0,1,1,cluster0
859,0,3,0,1,1,0,1,1,cluster0
860,0,3,1,1,0,0,1,1,cluster0
861,0,3,1,1,1,0,1,1,cluster0
862,0,3,1,3,0,0,1,1,cluster0
863,0,3,1,2,0,0,1,1,cluster0
864,1,2,1,0,2,1,3,0,cluster1
865,0,2,1,1,0,0,1,1,cluster0
866,1,3,0,2,0,0,1,1,cluster0
867,0,1,1,2,2,0,1,1,cluster0
868,0,2,1,1,3,0,3,0,cluster0
869,0,3,1,1,0,0,1,1,cluster0
870,1,3,0,1,0,0,1,1,cluster0
871,0,3,1,2,0,0,1,1,cluster0
872,1,1,0,3,3,1,3,0,cluster1
873,0,3,1,1,1,0,1,1,cluster0
874,1,1,0,2,3,1,3,0,cluster1
875,0,2,1,1,2,0,2,0,cluster1
876,1,3,0,1,0,0,1,1,cluster0
877,1,1,0,2,3,1,3,0,cluster1
878,1,2,0,0,2,0,2,0,cluster1
879,0,1,1,2,3,1,2,0,cluster1
880,0,3,0,0,1,1,2,0,cluster1
881,0,3,1,2,0,0,1,1,cluster0
882,0,3,1,1,1,0,1,1,cluster0
883,0,3,1,1,0,0,1,1,cluster0
884,0,3,1,2,2,0,2,0,cluster1
885,0,3,1,1,1,0,1,1,cluster0
886,1,1,1,2,2,0,1,1,cluster0
887,1,1,0,2,3,0,1,1,cluster0
888,0,2,1,2,2,0,3,0,cluster1
889,0,3,1,2,1,0,1,1,cluster0
890,0,3,1,1,0,0,1,1,cluster0
