@relation 'RandomTit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R1.0-A5-M-1'

@attribute 0.393IsAlone=1+0.393FamilySize=1-0.328Fare=3-0.296Pclass=1-0.287Has_Cabin=1... numeric
@attribute 0.427Pclass=1+0.378Has_Cabin=1-0.313Pclass=3+0.312IsAlone=1+0.312FamilySize=1... numeric
@attribute 0.597Pclass=2+0.386Fare=1-0.383Pclass=3-0.355Fare=0-0.222Fare=3... numeric
@attribute -0.692Age=1+0.609Age=2-0.198FamilySize=2+0.159Age=0+0.108IsAlone=1... numeric
@attribute 0.425Fare=2-0.382Age=0-0.357Fare=1-0.338FamilySize=7-0.297Fare=3... numeric
@attribute 0.405FamilySize=2+0.361Age=2+0.301FamilySize=11-0.3Fare=2-0.278Age=0... numeric
@attribute 0.643FamilySize=4-0.434Age=3-0.306FamilySize=2-0.269FamilySize=6-0.253Fare=1... numeric
@attribute 0.699FamilySize=3-0.315FamilySize=4+0.315FamilySize=11-0.261FamilySize=5-0.244FamilySize=2... numeric
@attribute -0.65FamilySize=5+0.328Sex=1+0.292Age=4+0.277FamilySize=2+0.263FamilySize=6... numeric
@attribute -0.631FamilySize=11-0.477FamilySize=6+0.415FamilySize=7-0.205FamilySize=5+0.186Fare=0... numeric
@attribute 0.721FamilySize=8-0.456FamilySize=7-0.346FamilySize=6+0.324FamilySize=5+0.118Age=3... numeric
@attribute -0.836Age=4-0.365FamilySize=5+0.249Age=3-0.155FamilySize=7+0.147FamilySize=8... numeric
@attribute -0.569Age=3-0.463FamilySize=11+0.258FamilySize=6+0.234FamilySize=8-0.22FamilySize=4... numeric
@attribute -0.415Fare=1+0.393FamilySize=7+0.378Pclass=2-0.376FamilySize=4-0.292Pclass=3... numeric
@attribute -0.579Sex=1+0.393Fare=0-0.36Fare=2-0.279FamilySize=7+0.274FamilySize=6... numeric
@attribute 0.579Sex=1-0.375Fare=2+0.362FamilySize=5-0.264FamilySize=11+0.197Pclass=2... numeric
@attribute -0.638Age=0+0.289Age=3+0.284FamilySize=6+0.267FamilySize=8+0.264FamilySize=4... numeric
@attribute 0.715Has_Cabin=1-0.45Fare=3+0.292Fare=0+0.199FamilySize=7+0.175Fare=1... numeric
@attribute '-0.564Pclass=1+0.417Has_Cabin=1+0.39 Fare=3+0.347Pclass=3-0.258Fare=0...' numeric
@attribute -0.508Age=1-0.458Age=2-0.339Age=0+0.315FamilySize=2-0.271Age=3... numeric
@attribute -0.464FamilySize=2-0.384FamilySize=3-0.34Age=1-0.307IsAlone=1-0.307Age=2... numeric
@attribute ﻿Survived {0,1}

@data
-1.78335,-1.606046,-1.915508,1.627294,-0.728313,-0.046331,-1.367593,-1.200717,1.190031,-3.108559,-2.258519,0.609778,2.064806,0.763151,2.67229,1.01309,2.837944,-0.615932,0.533424,-0,0,0
-3.540097,1.899253,-0.933653,0.593799,0.844868,1.601158,-0.394344,-0.105519,0.895523,0.181275,-0.031758,-0.182188,0.574785,-0.175211,-0.5122,1.129031,-0.687223,0.15051,0.052319,0,-0,1
1.431659,-1.024572,-1.594145,0.720342,-0.854214,-0.883289,0.504271,-0.865241,-0.36445,0.716516,0.037747,0.319732,-0.410222,-0.373703,1.700459,-1.199067,-1.866755,-0.155172,-0.106303,0,0,1
1.431659,-1.024572,-1.594145,0.720342,-0.854214,-0.883289,0.504271,-0.865241,-0.36445,0.716516,0.037747,0.319732,-0.410222,-0.373703,1.700459,-1.199067,-1.866755,-0.155172,-0.106303,0,0,0
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,0
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,0
-1.586833,-2.495543,-1.986208,-0.147026,-1.680763,-0.807211,-0.371454,-1.896222,-4.592915,-1.568054,2.598446,-2.849732,0.616877,0.337188,-0.420877,3.565273,-1.998071,-0.630221,0.466314,0,-0,0
1.671286,0.058863,-1.316049,1.594248,0.93145,0.748322,0.755079,-0.392404,-0.639192,0.493774,0.006859,0.308719,0.046452,-0.107393,1.628131,-0.548349,0.323665,-0.030896,-0.01691,-0,0,1
-2.088006,-1.573479,-0.11423,1.275901,1.907527,-0.35344,0.415223,1.888267,-1.238314,0.346146,-0.349483,0.390276,1.152502,-1.051562,0.172155,-0.994448,0.834081,1.385872,1.152296,-0,0,1
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,0
2.127025,-0.096221,-1.110662,-1.138839,0.334232,0.034722,0.725781,-0.34936,-0.442407,0.352573,-0.054845,0.306989,-0.137277,0.104447,1.37066,-0.834642,0.281606,0.024696,-0.059384,0,0,1
-1.62956,-2.500289,-2.28397,0.957504,-2.395311,-2.039017,-2.013942,-1.274951,2.151005,-3.044898,-2.146607,0.557794,1.424995,0.679391,1.53311,1.573927,0.252205,-0.639216,0.474853,-0,0,0
2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,-0.133642,0.561644,-0.90137,-0.932921,-0.058388,0.220543,-0.140213,0.034015,-0,0,0
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,0
2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,-0.133642,0.561644,-0.90137,-0.932921,-0.058388,0.220543,-0.140213,0.034015,-0,0,0
-2.909649,1.228906,-0.463372,-1.668224,-0.150418,-0.960056,0.596821,2.764717,-0.207536,-0.059304,-0.40309,0.448304,1.133011,-0.265462,-0.520439,1.090019,-0.093793,0.257372,-0.188903,0,-0,0
2.127025,-0.096221,-1.110662,-1.138839,0.334232,0.034722,0.725781,-0.34936,-0.442407,0.352573,-0.054845,0.306989,-0.137277,0.104447,1.37066,-0.834642,0.281606,0.024696,-0.059384,0,0,1
-1.011958,-2.283943,-0.026834,1.593257,2.004688,-0.480536,-0.091965,2.28319,-0.482663,0.226271,-0.146771,0.290624,0.605152,-0.568247,-0.903883,0.420586,0.732788,-0.214452,0.190924,-0,0,0
-2.869676,-0.105515,0.582239,-1.523498,1.389603,-1.533794,0.707314,1.852452,-0.978418,0.140878,-0.478728,0.399175,1.223582,-0.295267,-0.247738,-1.410152,0.36452,1.156689,-0.902821,0,0,1
-1.251584,-3.367379,-0.304931,0.719351,0.219025,-2.112147,-0.342773,1.810352,-0.207921,0.449012,-0.115882,0.301637,0.148477,-0.834556,-0.831555,-0.230132,-1.457632,-0.338728,0.10153,0,0,1
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,0
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,0
2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0.245721,-0.136684,0.075156,0.416623,0.663207,-0.071653,0.070097,0.013912,0,-0,0
-0.730927,-1.923765,-0.086342,-1.610894,1.805539,0.653478,-1.141727,-0.500959,1.013966,0.184447,0.101155,-0.343329,-0.320532,-0.054316,-1.410587,-0.112988,0.055239,-0.21013,0.347197,0,-0,0
2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0.245721,-0.136684,0.075156,0.416623,0.663207,-0.071653,0.070097,0.013912,0,-0,0
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,0
-2.182524,-1.49649,2.042224,1.06686,2.020489,1.654388,-0.086604,-0.969918,0.500863,0.584305,0.212241,-0.245503,-0.289803,1.070198,0.858257,-0.42352,-0.027533,-0.082661,0.084927,-0,-0,1
-0.191402,-1.971843,0.727547,-1.4157,-0.514085,0.446471,-0.256825,2.276061,-1.012856,0.206973,-0.426902,0.301184,1.079619,-1.941068,0.688278,-0.215932,0.981949,0.186664,-0.634039,0,0,0
-3.477774,1.554976,-0.637902,-2.343404,0.128986,1.248633,-0.028102,-0.461079,0.406077,0.199155,-0.174485,-0.120921,0.574193,-0.145921,0.441837,-0.368818,-0.333964,0.105109,-0.020978,0,-0,1
-0.66806,-2.195738,-0.111196,0.176533,-1.185798,1.014999,-1.894339,-0.668408,1.051177,0.511213,0.056342,-0.381293,-0.118417,-1.934577,-0.442663,0.383917,-2.19722,0.056518,-0.451388,0,-0,1
0.839559,-1.481441,-0.423257,1.204463,-0.277325,-1.795246,-0.360935,-0.711016,0.105698,0.011295,0.0741,-0.070191,-0.186362,0.022592,-1.241246,-1.284144,-1.82372,-0.766598,0.738762,-0,0,0
-0.949635,-2.62822,0.268917,-1.343946,1.288806,-0.833061,0.274277,1.92763,-0.972109,0.244151,-0.289498,0.351891,0.604559,-0.538956,0.050154,-1.077263,1.086047,-0.259853,0.117627,-0,0,1
-3.540097,1.899253,-0.933653,0.593799,0.844868,1.601158,-0.394344,-0.105519,0.895523,0.181275,-0.031758,-0.182188,0.574785,-0.175211,-0.5122,1.129031,-0.687223,0.15051,0.052319,0,-0,1
2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0.245721,-0.136684,0.075156,0.416623,0.663207,-0.071653,0.070097,0.013912,0,-0,0
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,0
0.25459,-1.277703,-1.347595,-1.890899,1.347315,1.204361,-0.672062,-0.256581,1.230049,0.730587,0.145826,-0.016403,-0.727528,-0.268062,0.31961,1.183645,-0.383115,0.502288,-0.467045,0,-0,0
0.956793,1.27698,2.952401,0.97423,-1.382305,-0.73513,-1.897541,-0.253103,-0.510096,0.251132,0.523976,0.787723,-2.184615,-0.161224,0.445101,0.839099,0.5445,0.078412,-0.071873,-0,-0,1
0.563377,1.087788,3.042766,0.770114,-1.50097,-0.374055,-1.502,-0.651706,-1.196328,0.410213,0.442953,0.85072,-2.001479,-0.343773,1.656609,-0.372457,0.939818,-0.022581,-0.102696,-0,-0,1
-3.076174,0.29514,-0.400633,0.973988,0.30663,0.348597,0.910013,2.319389,-1.021133,0.280185,-0.300721,0.476377,1.135662,-0.359085,1.08401,0.368234,0.63761,-1.60053,-1.169446,0,0,1
-0.366111,-1.45658,0.462652,-1.886765,-0.116016,2.294085,-1.277289,-0.55113,0.286988,0.306351,-0.117273,-0.331039,0.337665,-1.638977,0.439046,-0.463213,0.346459,0.135394,-0.435291,0,-0,0
-1.274246,3.269928,-0.787085,1.549974,-0.049551,0.070445,0.607958,0.200305,-0.090702,-0.35582,-0.151404,0.078206,0.981901,0.379847,-0.672659,0.322301,-0.417821,-0.226089,0.490803,-0,0,0
1.431659,-1.024572,-1.594145,0.720342,-0.854214,-0.883289,0.504271,-0.865241,-0.36445,0.716516,0.037747,0.319732,-0.410222,-0.373703,1.700459,-1.199067,-1.866755,-0.155172,-0.106303,0,0,1
-0.138826,-1.466896,-1.25723,-2.095015,1.22865,1.565436,-0.276521,-0.655184,0.543818,0.889668,0.064802,0.046594,-0.544392,-0.450611,1.531119,-0.027911,0.012204,0.401295,-0.497868,0,-0,1
-1.667662,3.080736,-0.696721,1.345858,-0.168215,0.431519,1.003498,-0.198299,-0.776934,-0.196739,-0.232428,0.141203,1.165037,0.197298,0.538849,-0.889255,-0.022503,-0.327082,0.45998,-0,0,1
-1.552429,3.827154,-0.39174,0.368807,-0.8737,-1.706817,-1.278639,-0.135738,-0.760921,0.044361,0.336358,0.964743,-1.611951,-0.18707,-0.351973,0.318764,0.384226,-0.235927,0.616361,-0,-0,0
2.127025,-0.096221,-1.110662,-1.138839,0.334232,0.034722,0.725781,-0.34936,-0.442407,0.352573,-0.054845,0.306989,-0.137277,0.104447,1.37066,-0.834642,0.281606,0.024696,-0.059384,0,0,1
-1.119039,2.681926,0.563506,0.717649,0.784986,-2.641629,-1.563686,-0.6494,-0.845572,0.085462,0.341743,0.852616,-1.704515,-0.034326,-1.29078,-0.969851,0.447221,0.764383,-0.066734,-0,-0,0
-1.350691,-1.296081,-0.288958,0.063292,-1.164294,0.781021,-1.782692,-0.664727,0.981758,0.472006,-0.065347,-0.344639,0.245797,-2.235343,-0.578133,0.180439,-2.491245,1.757835,0.540807,0,-0,1
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,0
-3.933513,1.710061,-0.843289,0.389683,0.726203,1.962233,0.001196,-0.504122,0.209291,0.340356,-0.112781,-0.119191,0.757921,-0.35776,0.699308,-0.082525,-0.291904,0.049517,0.021497,0,-0,1
-2.29703,-0.922904,2.038993,1.6288,1.762589,-0.78828,0.649967,2.259558,-0.182169,0.28664,-0.138053,0.360377,0.633229,0.64989,-0.239488,0.831839,-0.081387,1.770919,0.909196,-0,-0,0
-0.66806,-2.195738,-0.111196,0.176533,-1.185798,1.014999,-1.894339,-0.668408,1.051177,0.511213,0.056342,-0.381293,-0.118417,-1.934577,-0.442663,0.383917,-2.19722,0.056518,-0.451388,0,-0,1
-3.084358,1.744169,-0.728267,-2.139288,0.24765,0.887558,-0.423643,-0.062475,1.092308,0.040074,-0.093461,-0.183918,0.391056,0.036629,-0.769671,0.842738,-0.729283,0.206102,0.009845,0,-0,1
2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0.245721,-0.136684,0.075156,0.416623,0.663207,-0.071653,0.070097,0.013912,0,-0,0
1.597791,-0.825063,0.035372,1.132708,-2.080216,-0.515714,-0.892037,-0.362585,0.064952,-0.025883,-0.063305,-0.120899,0.288698,-1.379519,-0.603122,-0.422813,-1.927818,-0.320081,-0.012904,0,0,0
1.234977,0.719754,2.557057,2.155398,-0.558156,1.042132,-0.010945,0.082941,0.160123,-0.14905,0.036214,-0.098814,0.409236,0.405693,0.124414,0.842636,-0.257548,0.08825,-0.197432,0,0,0
-3.81828,2.456479,-0.538308,-0.587369,0.020718,-0.176104,-2.280941,-0.441562,0.225304,0.581456,0.456005,0.704349,-2.019066,-0.742128,-0.191514,1.125494,0.114824,0.140672,0.177878,-0,-0,0
1.899741,-0.085905,0.60922,-0.930589,-1.010435,0.763372,-0.274987,-0.245307,-0.699237,-0.230745,-0.23692,-0.070645,0.74478,-1.083919,0.278587,-1.269943,0.615861,-0.241205,0.003193,-0,0,1
-2.857466,0.999596,-0.755892,0.707039,0.823364,1.835136,-0.505992,-0.1092,0.964942,0.220481,0.089931,-0.218843,0.210571,0.125555,-0.376731,1.332509,-0.393198,-1.550807,-0.939875,0,-0,0
1.837418,0.258372,0.313469,2.006614,-0.294553,1.115897,-0.641229,0.110253,-0.209791,-0.248624,-0.094193,-0.131912,0.745373,-1.11321,-0.67545,0.227905,0.262602,-0.195805,0.076489,-0,0,0
2.127025,-0.096221,-1.110662,-1.138839,0.334232,0.034722,0.725781,-0.34936,-0.442407,0.352573,-0.054845,0.306989,-0.137277,0.104447,1.37066,-0.834642,0.281606,0.024696,-0.059384,0,0,0
-0.366111,-1.45658,0.462652,-1.886765,-0.116016,2.294085,-1.277289,-0.55113,0.286988,0.306351,-0.117273,-0.331039,0.337665,-1.638977,0.439046,-0.463213,0.346459,0.135394,-0.435291,0,-0,1
-0.266067,-2.721318,-1.566183,0.439347,-0.239199,-1.561265,0.126892,2.05473,0.008163,0.995152,-0.071211,0.628563,-0.25852,-1.048302,0.898642,1.0665,-1.895986,0.37369,-0.712712,0,-0,0
1.690716,0.56467,2.762443,-0.57769,-1.155373,0.328532,-0.040243,0.125984,0.356908,-0.290251,-0.02549,-0.100544,0.225507,0.617533,-0.133057,0.556343,-0.299607,0.143841,-0.239906,0,0,0
-0.949635,-2.62822,0.268917,-1.343946,1.288806,-0.833061,0.274277,1.92763,-0.972109,0.244151,-0.289498,0.351891,0.604559,-0.538956,0.050154,-1.077263,1.086047,-0.259853,0.117627,-0,0,0
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,0
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,0
1.079185,-0.398005,-0.14516,2.078368,1.508338,-0.163635,-0.110127,-0.238179,-0.169045,-0.211447,0.043211,-0.081205,0.270313,0.288902,-1.313575,-0.633425,0.366701,-0.642321,0.828155,-0,0,0
0.25459,-1.277703,-1.347595,-1.890899,1.347315,1.204361,-0.672062,-0.256581,1.230049,0.730587,0.145826,-0.016403,-0.727528,-0.268062,0.31961,1.183645,-0.383115,0.502288,-0.467045,0,-0,0
-4.211697,2.267287,-0.447944,-0.791485,-0.097946,0.184971,-1.8854,-0.840165,-0.460928,0.740538,0.374981,0.767346,-1.83593,-0.924678,1.019995,-0.086061,0.510143,0.03968,0.147055,-0,-0,1
2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0.245721,-0.136684,0.075156,0.416623,0.663207,-0.071653,0.070097,0.013912,0,-0,0
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,0
1.786519,0.805282,-1.011068,0.617197,0.225965,-1.390014,-1.527058,-0.329844,-0.62318,0.734874,0.575645,1.132258,-2.730536,-0.491761,0.737309,0.65967,0.730394,0.06026,0.139471,-0,-0,0
-0.949635,-2.62822,0.268917,-1.343946,1.288806,-0.833061,0.274277,1.92763,-0.972109,0.244151,-0.289498,0.351891,0.604559,-0.538956,0.050154,-1.077263,1.086047,-0.259853,0.117627,-0,0,1
-0.840856,2.1247,0.168161,1.898817,1.609136,-0.864367,0.32291,-0.313357,-0.175353,-0.314719,-0.146019,-0.033921,0.889336,0.532592,-1.611466,-0.966315,-0.354827,0.77422,-0.192293,0,0,0
-1.211923,2.925651,-0.491334,-1.387229,-0.765433,-0.28208,0.9742,-0.155255,-0.580149,-0.337941,-0.294131,0.139473,0.981308,0.409137,0.281378,-1.175548,-0.064562,-0.27149,0.417506,-0,0,1
2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,-0.133642,0.561644,-0.90137,-0.932921,-0.058388,0.220543,-0.140213,0.034015,-0,0,0
-3.588158,1.663077,-1.297207,0.47069,-1.333,-2.8854,-3.216693,-1.213335,1.199736,-2.970731,-1.878963,1.480601,-0.093159,0.622473,1.483576,1.888219,2.523146,0.891765,-0.330643,-0,-0,0
-2.182524,-1.49649,2.042224,1.06686,2.020489,1.654388,-0.086604,-0.969918,0.500863,0.584305,0.212241,-0.245503,-0.289803,1.070198,0.858257,-0.42352,-0.027533,-0.082661,0.084927,-0,-0,1
-1.789108,-1.307298,1.951859,1.270976,2.139154,1.293313,-0.482144,-0.571315,1.187094,0.425224,0.293265,-0.3085,-0.472939,1.252747,-0.353251,0.788036,-0.422851,0.018332,0.11575,0,-0,0
-1.552076,-2.166838,2.512505,-1.195163,1.025203,-0.906826,0.904562,1.900317,-0.602196,0.343725,-0.159091,0.38499,0.268422,0.979947,0.850018,-0.462532,0.565897,0.024201,-0.156295,-0,0,1
2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0.245721,-0.136684,0.075156,0.416623,0.663207,-0.071653,0.070097,0.013912,0,-0,0
-1.211923,2.925651,-0.491334,-1.387229,-0.765433,-0.28208,0.9742,-0.155255,-0.580149,-0.337941,-0.294131,0.139473,0.981308,0.409137,0.281378,-1.175548,-0.064562,-0.27149,0.417506,-0,0,1
-0.913817,-2.557336,-0.752865,1.075722,1.763587,-0.110412,-0.405694,-1.937046,-4.952308,-1.749694,2.572943,-2.972872,0.980987,0.756242,-1.432013,2.927376,0.255344,0.494365,-0.127388,0,-0,0
1.534924,-0.55309,0.060226,-0.654719,0.911121,-0.877235,-0.139425,-0.195135,0.027741,-0.352648,-0.018492,-0.082935,0.086584,0.500742,-1.571046,-0.919718,0.324641,-0.586729,0.785681,-0,0,0
2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,-0.133642,0.561644,-0.90137,-0.932921,-0.058388,0.220543,-0.140213,0.034015,-0,0,0
1.079185,-0.398005,-0.14516,2.078368,1.508338,-0.163635,-0.110127,-0.238179,-0.169045,-0.211447,0.043211,-0.081205,0.270313,0.288902,-1.313575,-0.633425,0.366701,-0.642321,0.828155,-0,0,0
0.956793,1.27698,2.952401,0.97423,-1.382305,-0.73513,-1.897541,-0.253103,-0.510096,0.251132,0.523976,0.787723,-2.184615,-0.161224,0.445101,0.839099,0.5445,0.078412,-0.071873,-0,-0,0
1.431659,-1.024572,-1.594145,0.720342,-0.854214,-0.883289,0.504271,-0.865241,-0.36445,0.716516,0.037747,0.319732,-0.410222,-0.373703,1.700459,-1.199067,-1.866755,-0.155172,-0.106303,0,0,1
1.690716,0.56467,2.762443,-0.57769,-1.155373,0.328532,-0.040243,0.125984,0.356908,-0.290251,-0.02549,-0.100544,0.225507,0.617533,-0.133057,0.556343,-0.299607,0.143841,-0.239906,0,0,0
1.597791,-0.825063,0.035372,1.132708,-2.080216,-0.515714,-0.892037,-0.362585,0.064952,-0.025883,-0.063305,-0.120899,0.288698,-1.379519,-0.603122,-0.422813,-1.927818,-0.320081,-0.012904,0,0,0
2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0.245721,-0.136684,0.075156,0.416623,0.663207,-0.071653,0.070097,0.013912,0,-0,0
1.837418,0.258372,0.313469,2.006614,-0.294553,1.115897,-0.641229,0.110253,-0.209791,-0.248624,-0.094193,-0.131912,0.745373,-1.11321,-0.67545,0.227905,0.262602,-0.195805,0.076489,-0,0,1
0.25459,-1.277703,-1.347595,-1.890899,1.347315,1.204361,-0.672062,-0.256581,1.230049,0.730587,0.145826,-0.016403,-0.727528,-0.268062,0.31961,1.183645,-0.383115,0.502288,-0.467045,0,-0,0
1.462261,0.709438,0.837175,1.947148,0.786511,0.313482,0.989823,-0.021113,0.416953,0.434268,0.218289,0.278819,-0.472821,1.594059,1.216487,1.277938,-0.591803,0.354151,-0.260009,0,-0,0
2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0.245721,-0.136684,0.075156,0.416623,0.663207,-0.071653,0.070097,0.013912,0,-0,0
-3.540097,1.899253,-0.933653,0.593799,0.844868,1.601158,-0.394344,-0.105519,0.895523,0.181275,-0.031758,-0.182188,0.574785,-0.175211,-0.5122,1.129031,-0.687223,0.15051,0.052319,0,-0,1
-1.211923,2.925651,-0.491334,-1.387229,-0.765433,-0.28208,0.9742,-0.155255,-0.580149,-0.337941,-0.294131,0.139473,0.981308,0.409137,0.281378,-1.175548,-0.064562,-0.27149,0.417506,-0,0,1
2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0.245721,-0.136684,0.075156,0.416623,0.663207,-0.071653,0.070097,0.013912,0,-0,0
1.837418,0.258372,0.313469,2.006614,-0.294553,1.115897,-0.641229,0.110253,-0.209791,-0.248624,-0.094193,-0.131912,0.745373,-1.11321,-0.67545,0.227905,0.262602,-0.195805,0.076489,-0,0,0
-0.985031,2.181079,-0.518959,1.459099,-0.189719,0.665498,0.891851,-0.201979,-0.707515,-0.157533,-0.110739,0.104549,0.800823,0.498063,0.674319,-0.685777,0.271523,-2.028399,-0.532214,0,0,1
2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,-0.133642,0.561644,-0.90137,-0.932921,-0.058388,0.220543,-0.140213,0.034015,-0,0,1
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,0
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,1
1.234977,0.719754,2.557057,2.155398,-0.558156,1.042132,-0.010945,0.082941,0.160123,-0.14905,0.036214,-0.098814,0.409236,0.405693,0.124414,0.842636,-0.257548,0.08825,-0.197432,0,0,0
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,0
0.614668,1.275135,2.675046,-0.895046,-1.252534,0.455629,0.466946,-0.268938,-0.398743,-0.170376,-0.228202,-0.000892,0.772858,0.134218,0.942982,-0.858691,-0.198314,1.744165,0.721466,-0,0,1
1.671286,0.058863,-1.316049,1.594248,0.93145,0.748322,0.755079,-0.392404,-0.639192,0.493774,0.006859,0.308719,0.046452,-0.107393,1.628131,-0.548349,0.323665,-0.030896,-0.01691,-0,0,0
-3.247652,0.761574,-1.3968,-1.285345,-1.224733,-1.460663,-0.963854,-1.232851,1.380508,-3.353033,-2.509453,0.655332,2.5001,1.218681,2.116927,0.393908,2.074357,0.856201,-0.529498,-0,0,1
-1.119039,2.681926,0.563506,0.717649,0.784986,-2.641629,-1.563686,-0.6494,-0.845572,0.085462,0.341743,0.852616,-1.704515,-0.034326,-1.29078,-0.969851,0.447221,0.764383,-0.066734,-0,-0,1
-1.61173,-2.542215,-3.114192,1.232702,-5.034472,-0.344302,-1.179395,0.851857,3.46294,2.169074,8.893031,1.781529,2.626731,2.437992,-1.015709,-1.183513,1.683873,0.621168,-0.189035,-0,0,0
-1.580083,-1.957873,-0.201364,0.918077,2.284092,1.728153,-0.716888,-0.942606,0.130949,0.48473,0.081835,-0.278601,0.046333,-0.448705,0.058393,-1.038251,0.492617,-0.366715,0.358849,-0,0,0
-1.2278,-1.375893,-2.267233,-1.1579,-1.611421,4.308869,1.110596,3.815063,-0.562369,-7.318971,1.017775,0.164218,-5.021559,1.326986,-0.090715,-3.080587,-0.42041,0.563613,-0.228664,0,-0,0
2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,-0.133642,0.561644,-0.90137,-0.932921,-0.058388,0.220543,-0.140213,0.034015,-0,0,0
