@relation 'RandomTit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-V-R3,2,6-7,5,8,4,1_clustered'

@attribute Instance_number numeric
@attribute ﻿Survived {0,1}
@attribute Pclass {1,2,3}
@attribute Sex {0,1}
@attribute Age {0,1,2,3,4}
@attribute Fare {0,1,2,3}
@attribute Has_Cabin {0,1}
@attribute FamilySize {1,2,3,4,5,6,7,8,11}
@attribute IsAlone {0,1}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4}

@data
584,0,2,0,2,2,0,2,0,cluster3
585,0,2,1,2,1,0,1,1,cluster0
586,0,1,1,1,3,1,1,1,cluster2
587,1,2,0,1,1,1,1,1,cluster0
588,0,1,1,3,2,1,1,1,cluster2
589,1,3,1,1,1,1,1,1,cluster4
590,0,3,1,1,0,0,1,1,cluster4
591,1,2,0,1,3,0,4,0,cluster3
592,1,2,0,2,3,0,4,0,cluster3
593,1,1,0,2,3,1,1,1,cluster2
594,0,3,1,1,0,0,1,1,cluster4
595,0,3,1,2,1,0,1,1,cluster4
596,0,3,0,0,3,0,8,0,cluster3
597,0,3,1,1,2,0,2,0,cluster3
598,0,3,1,1,2,0,1,1,cluster4
599,0,3,0,1,2,0,2,0,cluster3
600,1,2,0,1,2,0,3,0,cluster3
601,1,1,0,1,3,1,2,0,cluster1
602,0,3,1,1,0,0,1,1,cluster4
603,1,1,1,4,2,1,1,1,cluster2
604,0,3,0,1,1,0,1,1,cluster4
605,0,3,0,0,0,0,1,1,cluster4
606,1,1,0,2,3,1,2,0,cluster1
607,1,3,0,0,3,0,7,0,cluster3
608,1,2,0,1,1,1,1,1,cluster0
609,1,1,0,2,3,1,1,1,cluster2
610,0,1,1,2,0,0,1,1,cluster2
611,0,3,0,2,3,0,7,0,cluster3
612,1,2,1,0,1,0,1,1,cluster0
613,0,3,1,1,0,0,1,1,cluster4
614,0,3,1,1,0,0,1,1,cluster4
615,0,3,1,1,0,0,1,1,cluster4
616,0,3,1,1,0,0,1,1,cluster4
617,0,3,1,1,1,0,1,1,cluster4
618,0,3,1,0,2,0,6,0,cluster3
619,1,1,0,1,3,1,1,1,cluster2
620,0,3,1,1,0,0,1,1,cluster4
621,1,3,0,1,0,0,1,1,cluster4
622,1,3,0,0,0,0,1,1,cluster4
623,1,1,0,1,3,1,5,0,cluster1
624,1,3,0,1,0,0,1,1,cluster4
625,0,3,0,2,3,0,8,0,cluster3
626,1,2,0,0,2,0,3,0,cluster3
627,0,3,1,1,2,0,3,0,cluster3
628,0,2,0,2,1,0,1,1,cluster0
629,1,1,0,3,3,1,1,1,cluster2
630,1,3,1,0,0,0,1,1,cluster4
631,0,3,1,1,0,0,1,1,cluster4
632,0,3,1,4,0,0,1,1,cluster4
633,0,3,1,2,1,0,1,1,cluster4
634,0,3,1,2,1,0,1,1,cluster4
635,0,2,1,2,2,0,2,0,cluster3
636,0,3,1,1,0,0,1,1,cluster4
637,0,2,1,2,1,0,1,1,cluster0
638,0,1,1,1,3,0,1,1,cluster2
639,0,1,1,2,0,1,1,1,cluster2
640,0,3,1,1,0,0,1,1,cluster4
641,1,2,0,1,2,0,2,0,cluster3
642,1,1,0,3,2,1,1,1,cluster2
643,0,3,1,1,0,0,3,0,cluster3
644,0,3,1,2,1,0,3,0,cluster3
645,1,1,1,0,3,1,3,0,cluster1
646,0,3,1,2,0,1,1,1,cluster4
647,1,1,1,1,3,1,3,0,cluster1
648,0,1,1,4,2,1,1,1,cluster2
649,0,3,0,2,3,0,5,0,cluster3
650,1,2,0,2,1,1,1,1,cluster0
651,1,3,1,1,1,0,1,1,cluster4
652,0,3,1,0,3,0,6,0,cluster3
653,1,1,0,3,3,1,2,0,cluster1
654,1,3,0,2,0,0,1,1,cluster4
655,1,2,0,0,3,0,4,0,cluster3
656,1,2,0,2,1,0,1,1,cluster0
657,0,3,1,2,1,0,1,1,cluster4
658,1,3,0,0,2,0,3,0,cluster3
659,0,2,1,2,2,0,1,1,cluster0
660,0,3,1,1,0,0,1,1,cluster4
661,1,1,0,1,3,1,3,0,cluster1
662,0,3,1,2,2,0,2,0,cluster3
663,0,2,1,1,0,0,1,1,cluster4
664,0,2,1,1,2,0,1,1,cluster0
665,0,3,1,1,0,0,1,1,cluster4
666,1,2,0,2,3,0,3,0,cluster3
667,0,3,1,1,0,0,1,1,cluster4
668,0,3,1,2,0,0,1,1,cluster4
669,0,2,1,1,1,0,1,1,cluster0
670,0,3,1,1,0,0,1,1,cluster4
671,1,2,0,2,2,0,1,1,cluster0
672,1,3,0,2,2,0,2,0,cluster3
673,0,3,1,1,2,0,4,0,cluster3
674,1,1,1,2,2,1,1,1,cluster2
675,1,3,1,1,1,0,1,1,cluster4
676,1,3,1,0,1,0,1,1,cluster4
677,0,3,1,2,0,0,1,1,cluster4
678,0,2,1,1,3,0,3,0,cluster3
679,0,3,1,1,1,0,1,1,cluster4
680,0,1,1,3,2,0,1,1,cluster2
681,1,2,0,0,2,0,3,0,cluster3
682,0,3,1,0,3,0,7,0,cluster3
683,1,1,1,2,2,0,1,1,cluster2
684,1,1,0,1,2,0,1,1,cluster2
685,0,3,1,1,0,0,1,1,cluster4
686,0,3,0,1,2,0,3,0,cluster3
687,0,3,1,2,0,0,1,1,cluster4
688,0,3,1,2,0,0,1,1,cluster4
689,0,3,1,2,1,0,1,1,cluster4
690,1,2,1,1,1,0,1,1,cluster0
691,0,3,1,2,0,0,1,1,cluster4
692,1,1,1,1,2,1,1,1,cluster2
693,0,1,1,1,2,1,1,1,cluster2
694,0,1,1,1,3,1,1,1,cluster2
695,0,1,1,2,3,1,1,1,cluster2
696,0,3,1,3,1,0,1,1,cluster4
697,1,1,1,2,2,1,1,1,cluster2
698,1,2,0,0,2,0,3,0,cluster3
699,1,3,1,1,1,0,1,1,cluster4
700,0,3,1,2,0,0,1,1,cluster4
701,0,2,1,1,1,0,1,1,cluster0
702,1,3,0,1,0,0,1,1,cluster4
703,0,1,1,3,3,1,1,1,cluster2
704,0,3,1,2,1,0,1,1,cluster4
705,1,3,0,2,2,0,2,0,cluster3
706,0,3,1,1,0,0,1,1,cluster4
707,0,3,1,1,1,0,1,1,cluster4
708,0,3,1,1,0,0,1,1,cluster4
709,1,1,0,3,3,1,2,0,cluster1
710,0,3,1,0,3,0,6,0,cluster3
711,1,2,0,1,1,0,1,1,cluster0
712,1,1,0,3,2,1,1,1,cluster2
713,0,2,1,2,2,0,4,0,cluster3
714,1,3,1,1,2,0,3,0,cluster3
715,1,1,0,1,3,1,1,1,cluster2
716,1,1,0,2,3,1,2,0,cluster1
717,0,3,1,4,0,0,1,1,cluster4
718,0,3,1,2,0,0,1,1,cluster4
719,0,2,1,2,0,0,1,1,cluster4
720,1,3,1,2,1,0,1,1,cluster4
721,0,3,1,1,0,0,1,1,cluster4
722,0,1,1,3,2,0,1,1,cluster2
723,1,2,0,1,1,0,1,1,cluster0
724,0,1,1,1,3,1,2,0,cluster1
725,0,3,1,2,0,0,1,1,cluster4
726,1,1,0,2,3,1,2,0,cluster1
727,0,1,1,1,3,0,2,0,cluster1
728,1,1,0,1,3,0,1,1,cluster2
729,1,2,0,1,3,0,1,1,cluster0
730,0,3,0,0,2,0,5,0,cluster3
731,0,3,1,1,1,0,1,1,cluster4
732,1,1,0,1,3,1,2,0,cluster1
733,0,3,0,1,0,0,3,0,cluster3
734,0,3,1,1,1,0,1,1,cluster4
735,0,2,1,1,1,0,1,1,cluster0
736,0,3,1,1,1,0,1,1,cluster4
737,1,1,1,1,2,0,1,1,cluster2
738,0,3,0,1,0,0,1,1,cluster4
739,1,1,0,1,3,0,2,0,cluster1
740,0,3,1,1,2,0,3,0,cluster3
741,1,2,0,1,2,0,2,0,cluster3
742,0,3,1,1,0,0,1,1,cluster4
743,0,3,1,1,0,0,1,1,cluster4
744,0,1,1,4,3,0,1,1,cluster2
745,0,3,1,1,0,0,1,1,cluster4
746,1,1,0,3,3,1,2,0,cluster1
747,0,2,1,3,1,0,1,1,cluster0
748,1,2,1,0,2,0,3,0,cluster3
749,0,1,1,1,3,1,1,1,cluster2
750,1,2,0,2,2,0,2,0,cluster3
751,0,2,1,1,1,0,4,0,cluster3
752,0,3,1,3,1,0,1,1,cluster4
753,1,3,0,0,1,0,3,0,cluster3
754,1,1,1,2,3,1,4,0,cluster1
755,0,3,1,2,0,0,1,1,cluster4
756,0,3,1,1,0,0,1,1,cluster4
757,1,3,0,0,2,0,4,0,cluster3
758,1,1,0,1,3,1,2,0,cluster1
759,0,3,1,1,0,0,3,0,cluster3
760,0,1,1,3,3,0,2,0,cluster1
761,1,1,0,2,2,1,1,1,cluster2
762,1,1,0,3,3,1,2,0,cluster1
763,1,2,0,3,2,0,1,1,cluster0
764,1,1,0,2,3,1,1,1,cluster2
765,0,3,1,2,0,0,1,1,cluster4
766,1,2,0,0,2,0,4,0,cluster3
767,1,3,1,1,1,0,1,1,cluster4
768,1,1,0,0,3,1,1,1,cluster2
769,0,3,1,0,2,0,6,0,cluster3
770,1,3,1,2,1,0,1,1,cluster4
771,1,2,1,1,1,0,1,1,cluster0
772,0,1,1,1,3,0,1,1,cluster2
773,0,3,1,1,1,0,1,1,cluster4
774,0,2,1,1,2,0,1,1,cluster0
775,0,2,1,1,1,0,1,1,cluster0
776,0,3,0,1,0,0,1,1,cluster4
777,1,3,1,0,1,0,3,0,cluster3
778,0,1,1,1,2,1,1,1,cluster2
779,0,3,1,2,1,0,1,1,cluster4
780,0,3,0,1,2,0,5,0,cluster3
781,0,3,1,1,2,0,2,0,cluster3
782,0,3,1,1,1,0,1,1,cluster4
783,0,3,1,1,0,0,1,1,cluster4
784,0,3,1,1,0,0,1,1,cluster4
785,1,1,1,1,3,1,2,0,cluster1
786,0,3,1,1,0,0,1,1,cluster4
787,0,3,1,1,0,0,1,1,cluster4
788,0,3,1,1,0,0,1,1,cluster4
789,0,1,1,2,2,0,1,1,cluster2
790,1,1,0,2,3,1,1,1,cluster2
791,0,3,1,1,2,0,1,1,cluster4
792,1,3,0,1,0,0,1,1,cluster4
793,0,3,1,1,0,0,1,1,cluster4
794,0,3,1,1,0,0,1,1,cluster4
795,0,3,1,2,0,0,1,1,cluster4
796,1,3,0,0,1,0,2,0,cluster3
797,1,2,0,1,1,0,3,0,cluster3
798,1,2,0,0,3,1,4,0,cluster3
799,0,1,1,4,3,1,1,1,cluster2
800,0,3,1,0,2,0,3,0,cluster3
801,0,2,1,1,2,0,1,1,cluster0
802,0,3,1,2,1,0,3,0,cluster3
803,0,3,0,2,3,0,11,0,cluster3
804,0,3,1,2,1,0,1,1,cluster4
805,1,2,0,1,2,0,2,0,cluster3
806,1,2,0,2,2,0,4,0,cluster3
807,0,1,1,1,3,1,2,0,cluster1
808,1,2,0,1,2,0,3,0,cluster3
809,0,3,1,2,0,0,1,1,cluster4
810,0,3,1,1,0,0,1,1,cluster4
811,1,3,1,1,2,0,3,0,cluster3
812,0,3,1,1,0,1,1,1,cluster4
813,1,2,0,1,2,0,2,0,cluster3
814,0,3,1,1,0,0,1,1,cluster4
815,0,1,1,2,3,1,3,0,cluster1
816,0,3,1,0,2,0,6,0,cluster3
817,0,3,1,1,0,0,1,1,cluster4
818,0,3,0,0,3,0,11,0,cluster3
819,0,2,1,1,2,0,2,0,cluster3
820,1,2,0,1,1,0,1,1,cluster0
821,1,2,1,2,1,1,1,1,cluster0
822,0,3,1,2,2,0,1,1,cluster4
823,1,3,0,1,1,1,2,0,cluster3
824,0,1,1,3,3,1,3,0,cluster1
825,0,1,1,2,2,0,1,1,cluster2
826,0,3,0,2,2,0,2,0,cluster3
827,0,3,1,2,0,0,1,1,cluster4
828,1,3,1,1,3,0,1,1,cluster4
829,1,1,0,2,3,1,3,0,cluster1
830,0,3,1,2,1,0,1,1,cluster4
831,0,1,1,2,3,1,1,1,cluster2
832,1,1,1,1,3,1,2,0,cluster1
833,1,1,1,1,2,0,1,1,cluster2
834,0,3,1,1,0,0,1,1,cluster4
835,0,3,1,0,1,0,1,1,cluster4
836,0,3,0,1,1,1,3,0,cluster3
837,0,3,1,2,1,0,1,1,cluster4
838,1,1,1,1,3,1,2,0,cluster1
839,0,3,1,1,0,0,1,1,cluster4
840,1,3,0,1,0,0,1,1,cluster4
841,0,3,1,2,3,0,11,0,cluster3
842,0,3,1,1,1,0,1,1,cluster4
843,0,3,1,2,2,0,1,1,cluster4
844,0,3,1,1,0,0,1,1,cluster4
845,0,3,0,1,1,0,2,0,cluster3
846,1,3,0,0,2,1,3,0,cluster3
847,0,3,1,1,1,0,1,1,cluster4
848,1,2,1,0,3,0,3,0,cluster3
849,1,3,1,1,2,0,3,0,cluster3
850,0,3,1,1,1,0,1,1,cluster4
851,1,2,0,1,2,0,4,0,cluster3
852,0,1,1,1,3,1,2,0,cluster1
853,1,1,0,2,3,1,2,0,cluster1
854,0,3,1,1,1,0,1,1,cluster4
855,1,2,1,0,2,0,3,0,cluster3
856,0,1,1,1,3,1,2,0,cluster1
857,0,3,1,2,0,0,1,1,cluster4
858,1,3,1,1,0,0,1,1,cluster4
859,0,3,0,1,1,0,1,1,cluster4
860,0,3,1,1,0,0,1,1,cluster4
861,0,3,1,1,1,0,1,1,cluster4
862,0,3,1,3,0,0,1,1,cluster4
863,0,3,1,2,0,0,1,1,cluster4
864,1,2,1,0,2,1,3,0,cluster3
865,0,2,1,1,0,0,1,1,cluster4
866,1,3,0,2,0,0,1,1,cluster4
867,0,1,1,2,2,0,1,1,cluster2
868,0,2,1,1,3,0,3,0,cluster3
869,0,3,1,1,0,0,1,1,cluster4
870,1,3,0,1,0,0,1,1,cluster4
871,0,3,1,2,0,0,1,1,cluster4
872,1,1,0,3,3,1,3,0,cluster1
873,0,3,1,1,1,0,1,1,cluster4
874,1,1,0,2,3,1,3,0,cluster1
875,0,2,1,1,2,0,2,0,cluster3
876,1,3,0,1,0,0,1,1,cluster4
877,1,1,0,2,3,1,3,0,cluster1
878,1,2,0,0,2,0,2,0,cluster3
879,0,1,1,2,3,1,2,0,cluster1
880,0,3,0,0,1,1,2,0,cluster3
881,0,3,1,2,0,0,1,1,cluster4
882,0,3,1,1,1,0,1,1,cluster4
883,0,3,1,1,0,0,1,1,cluster4
884,0,3,1,2,2,0,2,0,cluster3
885,0,3,1,1,1,0,1,1,cluster4
886,1,1,1,2,2,0,1,1,cluster2
887,1,1,0,2,3,0,1,1,cluster2
888,0,2,1,2,2,0,3,0,cluster3
889,0,3,1,2,1,0,1,1,cluster4
890,0,3,1,1,0,0,1,1,cluster4
