@relation RandomTit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R1_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A24-N200-T1.0E-4_clustered

@attribute Instance_number numeric
@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Source_16 numeric
@attribute Source_17 numeric
@attribute Source_18 numeric
@attribute Source_19 numeric
@attribute Source_20 numeric
@attribute Source_21 numeric
@attribute Source_22 numeric
@attribute Source_23 numeric
@attribute ﻿Survived {0,1}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14}

@data
231,-0.003906,-0.019531,0.019531,0.001953,-0.014648,-0.003906,-0.0625,-0.005859,-0.000244,0.058594,0.023438,0.04248,0.046875,0.041016,-0.029297,0.070313,0.001465,-0.044922,0.005859,0.007813,-0.060547,-0.003906,-0.050781,-0.016602,1,cluster10
232,-0.026367,0.013672,-0.037109,0.019531,0.041504,0.004395,0,0.014648,0.011841,0,-0.003906,-0.01123,0.019531,0,-0.000977,-0.007813,-0.005371,0.017578,0.03125,0.007813,-0.045898,0.023438,-0.023438,-0.008789,0,cluster0
233,-0.007813,-0.066406,-0.035156,-0.039063,-0.005859,-0.049805,0.019531,0.042969,0.067627,0.009766,-0.074219,-0.044922,-0.03125,0.009766,0.005859,0.042969,-0.003906,-0.015625,-0.011719,0.039063,-0.001953,-0.029297,-0.039063,-0.023438,1,cluster13
234,0.109375,0.179688,0.109375,0.007813,0.043945,-0.113281,-0.097656,0.009766,-0.012451,0.021484,-0.019531,-0.118652,0.085938,0.142578,-0.126953,-0.015625,0.058105,0.15625,0.044922,0.066406,0.066406,-0.072266,0.041016,-0.058594,0,cluster5
235,0.02832,-0.021484,0.015625,0.017578,0.029297,-0.013184,0.03125,0.00293,0.022583,-0.010742,-0.003906,0.056641,0.007813,-0.019531,-0.019531,-0.023438,0.020508,-0.015625,0.012695,-0.023438,0.000977,-0.009766,0.027344,-0.052734,1,cluster0
236,0.010742,0.001953,0.035156,0.03125,0.003418,0.023926,0.015625,-0.044922,0.055786,0.013672,-0.017578,0.016602,0.050781,-0.019531,-0.041992,0.019531,0.024414,-0.021484,0.072266,0.009766,0.014648,0.046875,-0.0625,-0.016113,0,cluster0
237,-0.00293,-0.037109,-0.011719,0.019531,0.071777,-0.032715,0.023438,0.057617,0.046265,-0.005859,-0.015625,-0.026367,-0.019531,-0.029297,-0.007813,0.003906,0.058594,-0.052734,0.041016,0.027344,0.013672,0.027344,-0.011719,-0.074219,0,cluster8
238,-0.005859,-0.017578,-0.003906,-0.019531,0.056641,-0.049805,0.007813,-0.029297,0.004517,-0.02832,0.027344,0.005371,-0.058594,-0.021484,-0.021484,0.03125,0.010742,-0.023438,0.000977,0.037109,0.025391,0.011719,0.058594,0.007813,1,cluster8
239,-0.048828,0.03125,-0.019531,0.021484,-0.008789,0.040039,-0.042969,0.037109,-0.025146,0.015625,0.035156,-0.025879,0.039063,0.056641,-0.017578,0.007813,-0.009277,-0.007813,0.003906,0,-0.070313,0.011719,-0.070313,0.005859,0,cluster10
240,-0.026367,0.013672,-0.037109,0.019531,0.041504,0.004395,0,0.014648,0.011841,0,-0.003906,-0.01123,0.019531,0,-0.000977,-0.007813,-0.005371,0.017578,0.03125,0.007813,-0.045898,0.023438,-0.023438,-0.008789,0,cluster0
241,0.011719,-0.054688,-0.013672,-0.042969,-0.038086,-0.013672,0,-0.015625,0.062744,0.029297,-0.070313,0.022461,0.015625,0.021484,-0.005859,0.0625,-0.03125,0.042969,-0.023438,0.003906,-0.052734,-0.033203,-0.046875,0,1,cluster13
242,0.02832,-0.021484,0.015625,0.017578,0.029297,-0.013184,0.03125,0.00293,0.022583,-0.010742,-0.003906,0.056641,0.007813,-0.019531,-0.019531,-0.023438,0.020508,-0.015625,0.012695,-0.023438,0.000977,-0.009766,0.027344,-0.052734,0,cluster0
243,-0.019531,0.019531,0.001953,0.03125,-0.057617,0.038086,-0.058594,0.037109,-0.020264,0.009766,0.039063,-0.024414,0.007813,0.052734,0.007813,-0.003906,0.018066,-0.023438,-0.017578,-0.007813,-0.025391,0.005859,0.007813,0.001953,0,cluster10
244,-0.074219,-0.003906,-0.035156,-0.150391,0.005859,0.027344,-0.042969,0.054688,-0.08374,-0.048828,0.050781,0.062988,-0.054688,-0.007813,0.058594,0.101563,-0.027344,0.041016,0.023438,0.097656,0.033203,-0.005859,0.050781,-0.057617,1,cluster2
245,-0.013672,0.017578,-0.03125,0.019531,0.03125,-0.012695,0.027344,0.017578,-0.007446,-0.025391,0.003906,0.004395,0.007813,-0.001953,0,-0.050781,-0.015137,-0.001953,0.014648,-0.009766,-0.008789,-0.011719,0.025391,-0.010742,0,cluster11
246,0.001953,-0.027344,0.050781,0.001953,-0.048828,-0.016602,-0.007813,-0.009766,-0.03833,0.052734,-0.007813,0.036621,0.015625,0.027344,-0.019531,0.019531,-0.009277,-0.044922,-0.011719,-0.027344,-0.013672,-0.056641,-0.039063,-0.007813,1,cluster10
247,0.000977,0.001953,-0.015625,0.029297,-0.007324,0.002441,-0.015625,0.014648,0.016724,-0.006836,0,-0.009766,-0.007813,-0.003906,0.023438,-0.019531,0.022461,0.001953,0.010742,-0.001953,-0.001953,0.017578,0.052734,-0.012207,0,cluster9
248,0.011719,0.009766,0.023438,-0.003906,0.027832,0.029785,0.011719,-0.060547,0.005249,-0.036133,0.033203,0.056641,-0.027344,-0.013672,-0.042969,0.019531,0.007813,0.056641,-0.017578,-0.015625,-0.025391,0.025391,0.03125,0.011719,1,cluster6
249,-0.026367,0.013672,-0.037109,0.019531,0.041504,0.004395,0,0.014648,0.011841,0,-0.003906,-0.01123,0.019531,0,-0.000977,-0.007813,-0.005371,0.017578,0.03125,0.007813,-0.045898,0.023438,-0.023438,-0.008789,0,cluster0
250,0.023438,-0.021484,0.007813,0.001953,-0.020508,-0.007324,-0.035156,0.011719,0.013062,0.056641,0.019531,0.015625,0.019531,0.005859,0.068359,-0.066406,0.02832,0.015625,-0.023438,-0.003906,0.045898,0.029297,-0.029297,0.009277,0,cluster0
251,-0.019531,0.019531,0.001953,0.03125,-0.057617,0.038086,-0.058594,0.037109,-0.020264,0.009766,0.039063,-0.024414,0.007813,0.052734,0.007813,-0.003906,0.018066,-0.023438,-0.017578,-0.007813,-0.025391,0.005859,0.007813,0.001953,0,cluster10
252,-0.005859,-0.013672,0.009766,0.029297,-0.030762,0.005859,0.007813,0.007813,-0.002319,0.013672,-0.037109,-0.03125,-0.027344,-0.015625,0.030273,-0.023438,0.021484,0.021484,0.009766,-0.015625,0.005859,0,0.015625,-0.000977,0,cluster9
253,-0.042969,0.003906,0.001953,-0.115234,-0.0625,0.041016,-0.027344,0.013672,-0.057373,-0.005859,0.011719,0.105957,0.046875,-0.005859,0.048828,0.074219,-0.048828,0.001953,0.082031,0.070313,0.058594,-0.021484,-0.007813,-0.063477,0,cluster2
254,0.125,0.066406,0,-0.033203,-0.010742,-0.050781,0.019531,-0.039063,-0.009277,0.019531,0.027344,0.016602,0.015625,0.007813,0.052734,0.042969,-0.070313,-0.019531,-0.035156,-0.097656,-0.058594,0.007813,0.021484,-0.03418,1,cluster12
255,0.029297,-0.035156,-0.033203,-0.041016,-0.025391,-0.033203,0.003906,-0.005859,0.062744,-0.017578,-0.023438,0.05957,0.015625,0.029297,-0.011719,0.019531,-0.040039,0.003906,-0.039063,0,-0.023438,-0.050781,0.039063,-0.013672,0,cluster13
256,0.009766,-0.033203,-0.005859,0.019531,0.062012,-0.049805,0.050781,0.060547,0.026978,-0.03125,-0.007813,-0.010742,-0.035156,-0.03125,-0.006836,-0.042969,0.048828,-0.072266,0.024414,0.009766,0.051758,-0.007813,0.037109,-0.076172,1,cluster8
257,-0.005859,-0.023438,0.037109,-0.042969,-0.006836,-0.023438,-0.054688,-0.009766,-0.035889,0.052734,0.085938,0.016113,-0.015625,0.042969,0.007813,0,0.012207,-0.035156,-0.0625,0.027344,0.048828,0.011719,-0.066406,0.044922,1,cluster8
258,0.000977,0.001953,-0.015625,0.029297,-0.007324,0.002441,-0.015625,0.014648,0.016724,-0.006836,0,-0.009766,-0.007813,-0.003906,0.023438,-0.019531,0.022461,0.001953,0.010742,-0.001953,-0.001953,0.017578,0.052734,-0.012207,0,cluster9
259,0.042969,-0.15625,-0.078125,0.021484,0.077148,0.041016,-0.105469,-0.033203,-0.103271,-0.052734,-0.132813,0.005371,-0.070313,0.152344,-0.037109,-0.019531,-0.109375,0.007813,0.046875,-0.074219,0.091797,0.107422,0.027344,-0.070313,0,cluster4
260,0.000977,0.001953,-0.015625,0.029297,-0.007324,0.002441,-0.015625,0.014648,0.016724,-0.006836,0,-0.009766,-0.007813,-0.003906,0.023438,-0.019531,0.022461,0.001953,0.010742,-0.001953,-0.001953,0.017578,0.052734,-0.012207,0,cluster9
261,-0.011719,-0.019531,0.052734,0.019531,-0.03418,0.043945,-0.015625,0.017578,-0.014404,0.050781,-0.011719,0.004883,0.015625,0.027344,-0.029297,0.035156,0.024902,-0.001953,0,-0.027344,-0.052734,-0.005859,-0.105469,-0.024414,0,cluster10
262,0.023438,-0.046875,-0.007813,-0.041016,-0.048828,-0.029297,0.03125,-0.013672,0.043701,0.001953,-0.0625,0.038086,0,0.019531,-0.003906,0.015625,-0.041016,0.023438,-0.039063,-0.015625,-0.013672,-0.068359,0,-0.001953,1,cluster13
263,-0.032227,0.001953,-0.011719,0.019531,0.018555,0.008301,0.023438,0.008789,-0.007446,0.020508,-0.042969,-0.032715,0.003906,-0.009766,0.006836,-0.011719,-0.006348,0.037109,0.030273,-0.005859,-0.038086,0.005859,-0.060547,0.003418,0,cluster0
264,-0.012695,0.005859,-0.039063,0.001953,0.026855,-0.055664,0.003906,-0.009766,-0.012573,0.001953,0,0.020508,0.015625,0,0.008789,-0.023438,-0.040039,-0.025391,0.020508,0.009766,-0.008789,-0.029297,0.041016,0.008789,1,cluster0
265,0.023438,0.003906,0,-0.007813,-0.057617,0.029297,0.042969,-0.023438,0.081299,-0.044922,-0.023438,0.018555,0.039063,0.027344,-0.041016,-0.015625,-0.021484,0.003906,0,-0.003906,0.029297,-0.011719,-0.019531,0.001953,1,cluster13
266,0.005859,-0.001953,0.048828,-0.003906,0.004883,0.033691,0.035156,-0.066406,-0.013794,-0.015625,-0.003906,0.035645,-0.042969,-0.023438,-0.035156,0.015625,0.006348,0.076172,-0.018555,-0.029297,-0.016602,0.007813,-0.005859,0.023926,0,cluster6
267,-0.027344,0.003906,0.027344,0.03125,-0.081055,0.041992,-0.035156,0.029297,-0.039307,0.029297,0,-0.045898,-0.007813,0.041016,0.013672,-0.007813,0.01709,-0.003906,-0.017578,-0.023438,-0.017578,-0.011719,-0.03125,0.013672,0,cluster10
268,-0.012695,0.005859,-0.039063,0.001953,0.026855,-0.055664,0.003906,-0.009766,-0.012573,0.001953,0,0.020508,0.015625,0,0.008789,-0.023438,-0.040039,-0.025391,0.020508,0.009766,-0.008789,-0.029297,0.041016,0.008789,0,cluster0
269,0.000977,0.001953,-0.015625,0.029297,-0.007324,0.002441,-0.015625,0.014648,0.016724,-0.006836,0,-0.009766,-0.007813,-0.003906,0.023438,-0.019531,0.022461,0.001953,0.010742,-0.001953,-0.001953,0.017578,0.052734,-0.012207,0,cluster9
270,0.000977,0.001953,-0.015625,0.029297,-0.007324,0.002441,-0.015625,0.014648,0.016724,-0.006836,0,-0.009766,-0.007813,-0.003906,0.023438,-0.019531,0.022461,0.001953,0.010742,-0.001953,-0.001953,0.017578,0.052734,-0.012207,0,cluster9
271,-0.032227,0.001953,-0.011719,0.019531,0.018555,0.008301,0.023438,0.008789,-0.007446,0.020508,-0.042969,-0.032715,0.003906,-0.009766,0.006836,-0.011719,-0.006348,0.037109,0.030273,-0.005859,-0.038086,0.005859,-0.060547,0.003418,0,cluster0
272,-0.013672,-0.03125,-0.019531,-0.060547,-0.016602,-0.022461,0.027344,-0.017578,0.031006,-0.041016,-0.027344,-0.029297,-0.078125,0.015625,-0.013672,0.039063,-0.026367,0.039063,-0.058594,0.027344,0.009766,-0.029297,0.015625,0.039063,1,cluster8
273,0.029297,-0.035156,-0.033203,-0.041016,-0.025391,-0.033203,0.003906,-0.005859,0.062744,-0.017578,-0.023438,0.05957,0.015625,0.029297,-0.011719,0.019531,-0.040039,0.003906,-0.039063,0,-0.023438,-0.050781,0.039063,-0.013672,0,cluster13
274,-0.013672,0.017578,-0.03125,0.019531,0.03125,-0.012695,0.027344,0.017578,-0.007446,-0.025391,0.003906,0.004395,0.007813,-0.001953,0,-0.050781,-0.015137,-0.001953,0.014648,-0.009766,-0.008789,-0.011719,0.025391,-0.010742,0,cluster11
275,0.007813,-0.015625,0.025391,0.001953,-0.025391,-0.020508,-0.035156,-0.001953,-0.019287,0.033203,0.03125,0.058105,0.03125,0.037109,-0.027344,0.023438,-0.008301,-0.064453,-0.009766,-0.011719,-0.023438,-0.039063,0,-0.018555,0,cluster10
276,-0.006836,-0.037109,0.019531,-0.003906,0.031738,0.073242,0.058594,-0.082031,-0.003784,0.042969,0.009766,0.00293,0.011719,0.017578,0.000977,0.046875,-0.02832,0.052734,-0.026367,0.003906,-0.003906,-0.025391,0.03125,-0.010254,0,cluster6
277,-0.005859,-0.013672,0.009766,0.029297,-0.030762,0.005859,0.007813,0.007813,-0.002319,0.013672,-0.037109,-0.03125,-0.027344,-0.015625,0.030273,-0.023438,0.021484,0.021484,0.009766,-0.015625,0.005859,0,0.015625,-0.000977,0,cluster9
278,-0.012695,0.005859,-0.039063,0.001953,0.026855,-0.055664,0.003906,-0.009766,-0.012573,0.001953,0,0.020508,0.015625,0,0.008789,-0.023438,-0.040039,-0.025391,0.020508,0.009766,-0.008789,-0.029297,0.041016,0.008789,0,cluster0
279,-0.029297,0.015625,0.021484,0,0.010742,0.029297,-0.011719,0.021484,-0.026611,-0.039063,0.070313,-0.025391,-0.054688,0.033203,-0.046875,0.015625,0.031738,-0.025391,-0.033203,0.011719,0.001953,0.017578,-0.003906,0.00293,0,cluster8
280,0.005859,-0.001953,0.048828,-0.003906,0.004883,0.033691,0.035156,-0.066406,-0.013794,-0.015625,-0.003906,0.035645,-0.042969,-0.023438,-0.035156,0.015625,0.006348,0.076172,-0.018555,-0.029297,-0.016602,0.007813,-0.005859,0.023926,1,cluster6
281,0.005859,-0.001953,0.048828,-0.003906,0.004883,0.033691,0.035156,-0.066406,-0.013794,-0.015625,-0.003906,0.035645,-0.042969,-0.023438,-0.035156,0.015625,0.006348,0.076172,-0.018555,-0.029297,-0.016602,0.007813,-0.005859,0.023926,1,cluster6
282,-0.025391,-0.019531,0.005859,0.021484,0.021484,0.00293,-0.019531,0.080078,0.009521,0.009766,0.023438,-0.041016,-0.007813,0.027344,-0.025391,0.019531,0.054199,-0.078125,0.013672,0.019531,-0.009766,0.015625,-0.058594,-0.05957,0,cluster8
283,0.050781,-0.101563,-0.015625,-0.099609,-0.017578,0.09668,0.007813,0.058594,-0.113037,-0.078125,-0.011719,-0.073242,0.125,-0.113281,-0.070313,-0.070313,0.080566,-0.027344,-0.027344,0.0625,-0.019531,0.041016,0,-0.00293,0,cluster3
284,-0.020508,0.005859,-0.005859,0.019531,0.008301,-0.009277,0.050781,0.011719,-0.026489,-0.004883,-0.035156,-0.01709,-0.011719,-0.013672,0.006836,-0.058594,-0.016113,0.017578,0.013672,-0.025391,0,-0.029297,-0.011719,0.000488,0,cluster11
285,0.050781,-0.117188,-0.023438,-0.117188,-0.021484,0.053711,-0.015625,0.029297,-0.11792,-0.050781,-0.015625,-0.056641,0.132813,-0.111328,-0.0625,-0.039063,0.056152,-0.052734,-0.023438,0.082031,-0.021484,0.025391,0.015625,0.016602,0,cluster3
286,-0.013672,0.017578,-0.03125,0.019531,0.03125,-0.012695,0.027344,0.017578,-0.007446,-0.025391,0.003906,0.004395,0.007813,-0.001953,0,-0.050781,-0.015137,-0.001953,0.014648,-0.009766,-0.008789,-0.011719,0.025391,-0.010742,0,cluster11
287,0.007813,-0.003906,0.033203,0.019531,-0.020508,0.022461,-0.011719,0.025391,-0.014404,0.005859,0.035156,0.041992,0.023438,0.037109,-0.035156,-0.007813,0.016113,-0.041016,-0.015625,-0.03125,-0.023438,-0.021484,-0.019531,-0.038086,0,cluster10
288,0.011719,0.009766,0.023438,-0.003906,0.027832,0.029785,0.011719,-0.060547,0.005249,-0.036133,0.033203,0.056641,-0.027344,-0.013672,-0.042969,0.019531,0.007813,0.056641,-0.017578,-0.015625,-0.025391,0.025391,0.03125,0.011719,1,cluster6
289,-0.032227,0.001953,-0.011719,0.019531,0.018555,0.008301,0.023438,0.008789,-0.007446,0.020508,-0.042969,-0.032715,0.003906,-0.009766,0.006836,-0.011719,-0.006348,0.037109,0.030273,-0.005859,-0.038086,0.005859,-0.060547,0.003418,0,cluster0
290,-0.012695,0.005859,-0.039063,0.001953,0.026855,-0.055664,0.003906,-0.009766,-0.012573,0.001953,0,0.020508,0.015625,0,0.008789,-0.023438,-0.040039,-0.025391,0.020508,0.009766,-0.008789,-0.029297,0.041016,0.008789,1,cluster0
291,-0.005859,-0.019531,-0.044922,-0.060547,0.006836,-0.027344,0.003906,-0.009766,0.050049,-0.060547,0.011719,-0.007813,-0.054688,0.027344,-0.023438,0.042969,-0.025391,0.019531,-0.054688,0.042969,0.001953,-0.011719,0.054688,0.027344,1,cluster8
292,-0.026367,0.013672,-0.037109,0.019531,0.041504,0.004395,0,0.014648,0.011841,0,-0.003906,-0.01123,0.019531,0,-0.000977,-0.007813,-0.005371,0.017578,0.03125,0.007813,-0.045898,0.023438,-0.023438,-0.008789,0,cluster0
293,0.001953,-0.013672,-0.023438,0.011719,-0.011719,-0.040527,-0.039063,-0.013672,0.011597,0.020508,-0.003906,0.006348,0,-0.001953,0.032227,0.011719,-0.002441,-0.021484,0.016602,0.017578,-0.00293,0,0.070313,0.007324,1,cluster1
294,-0.020508,0.005859,-0.005859,0.019531,0.008301,-0.009277,0.050781,0.011719,-0.026489,-0.004883,-0.035156,-0.01709,-0.011719,-0.013672,0.006836,-0.058594,-0.016113,0.017578,0.013672,-0.025391,0,-0.029297,-0.011719,0.000488,0,cluster11
295,-0.026367,0.013672,-0.037109,0.019531,0.041504,0.004395,0,0.014648,0.011841,0,-0.003906,-0.01123,0.019531,0,-0.000977,-0.007813,-0.005371,0.017578,0.03125,0.007813,-0.045898,0.023438,-0.023438,-0.008789,0,cluster0
296,0.005859,-0.001953,0.048828,-0.003906,0.004883,0.033691,0.035156,-0.066406,-0.013794,-0.015625,-0.003906,0.035645,-0.042969,-0.023438,-0.035156,0.015625,0.006348,0.076172,-0.018555,-0.029297,-0.016602,0.007813,-0.005859,0.023926,1,cluster6
297,0.000977,0.001953,-0.015625,0.029297,-0.007324,0.002441,-0.015625,0.014648,0.016724,-0.006836,0,-0.009766,-0.007813,-0.003906,0.023438,-0.019531,0.022461,0.001953,0.010742,-0.001953,-0.001953,0.017578,0.052734,-0.012207,0,cluster9
298,-0.017578,-0.052734,-0.035156,-0.019531,0.083496,-0.010254,0.027344,-0.044922,0.014282,0.029297,0.039063,-0.027344,0,0.019531,0.014648,0.0625,-0.023438,-0.046875,-0.006836,0.072266,0.038086,-0.019531,0.095703,-0.026367,1,cluster8
299,0.000977,0.001953,-0.015625,0.029297,-0.007324,0.002441,-0.015625,0.014648,0.016724,-0.006836,0,-0.009766,-0.007813,-0.003906,0.023438,-0.019531,0.022461,0.001953,0.010742,-0.001953,-0.001953,0.017578,0.052734,-0.012207,0,cluster9
300,0.119141,0.054688,0.025391,-0.033203,-0.03418,-0.046875,0.046875,-0.042969,-0.02832,0.039063,-0.011719,-0.004883,0,-0.001953,0.060547,0.039063,-0.071289,0,-0.035156,-0.113281,-0.048828,-0.009766,-0.017578,-0.022461,1,cluster12
301,-0.013672,0.017578,-0.03125,0.019531,0.03125,-0.012695,0.027344,0.017578,-0.007446,-0.025391,0.003906,0.004395,0.007813,-0.001953,0,-0.050781,-0.015137,-0.001953,0.014648,-0.009766,-0.008789,-0.011719,0.025391,-0.010742,0,cluster11
302,0.000977,0.001953,-0.015625,0.029297,-0.007324,0.002441,-0.015625,0.014648,0.016724,-0.006836,0,-0.009766,-0.007813,-0.003906,0.023438,-0.019531,0.022461,0.001953,0.010742,-0.001953,-0.001953,0.017578,0.052734,-0.012207,0,cluster9
303,-0.007813,-0.001953,0.003906,-0.001953,0.060547,-0.006348,0.03125,-0.001953,0.009888,-0.055664,0.029297,-0.010742,-0.066406,-0.023438,-0.030273,0,0.035645,0,-0.004883,0.017578,0.025391,0.029297,0.041016,-0.011719,1,cluster8
304,0.010742,-0.052734,0.027344,-0.001953,0.012207,-0.036133,0.003906,-0.03418,0.0177,0.0625,-0.052734,0.035645,0.011719,-0.027344,-0.004883,0.050781,0.004395,0,0.03418,-0.001953,-0.029297,-0.009766,-0.041016,-0.019043,1,cluster0
305,-0.013672,-0.013672,0.029297,-0.001953,0.037109,-0.002441,0.054688,-0.007813,-0.009155,-0.035156,-0.007813,-0.031738,-0.085938,-0.035156,-0.022461,-0.003906,0.03418,0.019531,-0.006836,0.003906,0.03418,0.009766,0.003906,0.000488,0,cluster8
306,-0.035156,-0.011719,0.039063,-0.017578,-0.016602,-0.009766,-0.011719,-0.013672,-0.051025,0.007813,0.027344,-0.030762,-0.0625,0.023438,-0.029297,0.042969,0.005371,-0.029297,-0.029297,0.015625,0.009766,-0.017578,-0.023438,0.03418,1,cluster8
307,-0.012695,0.037109,-0.015625,0.001953,0.010742,-0.078125,-0.046875,0.00293,-0.003296,-0.030273,-0.021484,0.037598,-0.027344,-0.039063,-0.029297,-0.007813,0.004395,0.017578,0.043945,-0.007813,-0.05957,0.039063,-0.042969,0.044922,1,cluster7
308,-0.046875,-0.046875,0.007813,-0.017578,0.009766,0.029297,0.011719,-0.029297,-0.04126,0.066406,0.042969,-0.063477,0,0.064453,0.005859,0.074219,-0.028809,-0.052734,-0.037109,0.050781,0.023438,-0.050781,0.015625,0,1,cluster8
309,-0.0625,0.007813,-0.009766,-0.095703,-0.025391,0.047852,0.011719,0.099609,-0.047607,-0.052734,0.011719,0.021973,0,-0.019531,0.052734,0.023438,0.003906,-0.03125,0.089844,0.085938,0.111328,-0.001953,-0.011719,-0.106445,0,cluster2
310,0.015625,-0.042969,-0.021484,-0.085938,-0.006836,-0.036133,-0.015625,-0.013672,0.046143,0.001953,0.03125,0.017578,-0.03125,0.035156,0.023438,-0.003906,-0.019531,0.03125,-0.089844,0.039063,0.048828,0,-0.027344,0.050781,1,cluster8
311,0.011719,0.009766,0.023438,-0.003906,0.027832,0.029785,0.011719,-0.060547,0.005249,-0.036133,0.033203,0.056641,-0.027344,-0.013672,-0.042969,0.019531,0.007813,0.056641,-0.017578,-0.015625,-0.025391,0.025391,0.03125,0.011719,0,cluster6
312,-0.026367,0.013672,-0.037109,0.019531,0.041504,0.004395,0,0.014648,0.011841,0,-0.003906,-0.01123,0.019531,0,-0.000977,-0.007813,-0.005371,0.017578,0.03125,0.007813,-0.045898,0.023438,-0.023438,-0.008789,0,cluster0
313,-0.005859,-0.023438,0.037109,-0.042969,-0.006836,-0.023438,-0.054688,-0.009766,-0.035889,0.052734,0.085938,0.016113,-0.015625,0.042969,0.007813,0,0.012207,-0.035156,-0.0625,0.027344,0.048828,0.011719,-0.066406,0.044922,1,cluster8
314,0.000977,0.001953,-0.015625,0.029297,-0.007324,0.002441,-0.015625,0.014648,0.016724,-0.006836,0,-0.009766,-0.007813,-0.003906,0.023438,-0.019531,0.022461,0.001953,0.010742,-0.001953,-0.001953,0.017578,0.052734,-0.012207,0,cluster9
315,-0.005859,-0.017578,-0.003906,-0.019531,0.056641,-0.049805,0.007813,-0.029297,0.004517,-0.02832,0.027344,0.005371,-0.058594,-0.021484,-0.021484,0.03125,0.010742,-0.023438,0.000977,0.037109,0.025391,0.011719,0.058594,0.007813,1,cluster8
316,-0.017578,-0.052734,-0.035156,-0.019531,0.083496,-0.010254,0.027344,-0.044922,0.014282,0.029297,0.039063,-0.027344,0,0.019531,0.014648,0.0625,-0.023438,-0.046875,-0.006836,0.072266,0.038086,-0.019531,0.095703,-0.026367,1,cluster8
317,-0.032227,0.001953,-0.011719,0.019531,0.018555,0.008301,0.023438,0.008789,-0.007446,0.020508,-0.042969,-0.032715,0.003906,-0.009766,0.006836,-0.011719,-0.006348,0.037109,0.030273,-0.005859,-0.038086,0.005859,-0.060547,0.003418,0,cluster0
318,-0.032227,0.001953,-0.011719,0.019531,0.018555,0.008301,0.023438,0.008789,-0.007446,0.020508,-0.042969,-0.032715,0.003906,-0.009766,0.006836,-0.011719,-0.006348,0.037109,0.030273,-0.005859,-0.038086,0.005859,-0.060547,0.003418,0,cluster0
319,-0.005859,-0.013672,0.009766,0.029297,-0.030762,0.005859,0.007813,0.007813,-0.002319,0.013672,-0.037109,-0.03125,-0.027344,-0.015625,0.030273,-0.023438,0.021484,0.021484,0.009766,-0.015625,0.005859,0,0.015625,-0.000977,0,cluster9
320,-0.03125,-0.013672,-0.019531,0.001953,0.014648,-0.035645,0,-0.018555,-0.012329,0.047852,-0.044922,-0.016602,0.011719,-0.007813,0.014648,0.019531,-0.03125,0.013672,0.036133,0.011719,-0.038086,-0.011719,-0.042969,0.022949,1,cluster0
321,0.060547,-0.027344,-0.041016,0.064453,0.03418,0.067383,-0.121094,-0.023438,-0.043701,-0.064453,0.019531,0.04834,0.007813,-0.066406,0.052734,0.046875,-0.006836,-0.015625,-0.042969,0.046875,0.003906,-0.150391,-0.078125,-0.02832,0,cluster5
322,0.036133,-0.025391,0.041016,-0.048828,0.010742,-0.022461,-0.03125,-0.089844,-0.003784,0.055664,0.048828,0.098145,0.007813,-0.001953,0.011719,0.003906,-0.01123,0.046875,-0.045898,0,0.022461,0.021484,-0.033203,0.053711,0,cluster6
323,-0.005859,-0.007813,0.044922,-0.025391,-0.00293,0.019531,-0.03125,0.017578,-0.030518,0.025391,0.085938,0.000488,-0.023438,0.042969,-0.001953,-0.03125,0.036621,-0.011719,-0.068359,0.007813,0.050781,0.029297,-0.085938,0.025391,0,cluster8
324,-0.026367,0.013672,-0.037109,0.019531,0.041504,0.004395,0,0.014648,0.011841,0,-0.003906,-0.01123,0.019531,0,-0.000977,-0.007813,-0.005371,0.017578,0.03125,0.007813,-0.045898,0.023438,-0.023438,-0.008789,0,cluster0
325,0.000977,0.001953,-0.015625,0.029297,-0.007324,0.002441,-0.015625,0.014648,0.016724,-0.006836,0,-0.009766,-0.007813,-0.003906,0.023438,-0.019531,0.022461,0.001953,0.010742,-0.001953,-0.001953,0.017578,0.052734,-0.012207,0,cluster9
326,0.000977,0.001953,-0.015625,0.029297,-0.007324,0.002441,-0.015625,0.014648,0.016724,-0.006836,0,-0.009766,-0.007813,-0.003906,0.023438,-0.019531,0.022461,0.001953,0.010742,-0.001953,-0.001953,0.017578,0.052734,-0.012207,0,cluster9
