@relation RandomTit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute ﻿Survived {0,1}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
265,1.732051,-1.732051,3.464102,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,1.732051,1,cluster3
266,1.732051,0,1.732051,3.464102,-1.732051,0,0,-3.464102,0,0,0,cluster0
267,5.196152,0,3.464102,1.732051,-1.732051,0,0,-1.732051,0,1.732051,0,cluster0
268,0,1.732051,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,0,-3.464102,0,cluster1
269,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
270,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
271,1.732051,0,0,1.732051,-3.464102,0,-1.732051,-5.196152,0,1.732051,0,cluster0
272,3.464102,-1.732051,0,0,0,-1.732051,1.732051,1.732051,1.732051,3.464102,1,cluster2
273,1.732051,0,3.464102,-1.732051,0,0,-1.732051,0,1.732051,0,0,cluster3
274,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
275,3.464102,1.732051,5.196152,0,0,0,-1.732051,0,0,-1.732051,0,cluster5
276,0,0,1.732051,1.732051,-1.732051,0,0,-3.464102,1.732051,0,0,cluster0
277,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
278,0,1.732051,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,0,-3.464102,0,cluster1
279,3.464102,1.732051,1.732051,1.732051,-1.732051,-1.732051,-3.464102,0,0,-1.732051,0,cluster6
280,1.732051,0,1.732051,3.464102,-1.732051,0,0,-3.464102,0,0,1,cluster0
281,1.732051,0,1.732051,3.464102,-1.732051,0,0,-3.464102,0,0,1,cluster0
282,3.464102,1.732051,1.732051,0,-1.732051,-1.732051,-5.196152,-1.732051,0,0,0,cluster6
283,1.732051,1.732051,0,-1.732051,-1.732051,-1.732051,-5.196152,-1.732051,0,0,0,cluster6
284,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
285,1.732051,1.732051,0,-1.732051,0,-1.732051,-3.464102,0,0,0,0,cluster6
286,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
287,3.464102,1.732051,5.196152,0,-1.732051,0,-3.464102,-1.732051,0,-1.732051,0,cluster5
288,0,1.732051,1.732051,3.464102,-1.732051,0,-3.464102,-3.464102,0,-3.464102,1,cluster1
289,1.732051,0,0,1.732051,-3.464102,0,-1.732051,-5.196152,0,1.732051,0,cluster0
290,0,1.732051,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,0,-3.464102,1,cluster1
291,1.732051,0,0,0,0,-1.732051,-1.732051,1.732051,1.732051,0,1,cluster2
292,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster1
293,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,1,cluster1
294,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
295,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster1
296,1.732051,0,1.732051,3.464102,-1.732051,0,0,-3.464102,0,0,1,cluster0
297,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
298,-1.732051,1.732051,0,1.732051,0,-1.732051,-3.464102,-1.732051,1.732051,-3.464102,1,cluster4
299,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
300,5.196152,0,3.464102,0,1.732051,0,1.732051,0,0,1.732051,1,cluster5
301,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
302,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
303,0,1.732051,0,3.464102,-1.732051,-1.732051,-5.196152,-3.464102,0,-3.464102,1,cluster1
304,1.732051,0,1.732051,1.732051,0,0,0,-3.464102,0,1.732051,1,cluster0
305,1.732051,0,0,3.464102,-1.732051,-1.732051,-1.732051,-3.464102,0,0,0,cluster0
306,5.196152,0,1.732051,1.732051,0,-1.732051,1.732051,1.732051,0,1.732051,1,cluster2
307,1.732051,1.732051,0,3.464102,-1.732051,0,-3.464102,-3.464102,-1.732051,-1.732051,1,cluster1
308,3.464102,0,1.732051,0,0,-1.732051,1.732051,1.732051,1.732051,1.732051,1,cluster2
309,1.732051,1.732051,1.732051,0,-1.732051,-3.464102,-5.196152,-1.732051,0,0,0,cluster6
310,1.732051,-1.732051,0,-1.732051,0,-1.732051,0,1.732051,1.732051,1.732051,1,cluster3
311,0,1.732051,1.732051,3.464102,-1.732051,0,-3.464102,-3.464102,0,-3.464102,0,cluster1
312,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster1
313,3.464102,0,1.732051,0,0,-1.732051,0,1.732051,0,0,1,cluster2
314,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
315,0,1.732051,0,3.464102,0,-1.732051,-3.464102,-1.732051,0,-3.464102,1,cluster4
316,-1.732051,1.732051,0,1.732051,0,-1.732051,-3.464102,-1.732051,1.732051,-3.464102,1,cluster4
317,1.732051,0,0,1.732051,-3.464102,0,-1.732051,-5.196152,0,1.732051,0,cluster0
318,1.732051,0,0,1.732051,-3.464102,0,-1.732051,-5.196152,0,1.732051,0,cluster0
319,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
320,1.732051,0,0,1.732051,-1.732051,0,0,-3.464102,0,1.732051,1,cluster0
321,1.732051,1.732051,1.732051,1.732051,0,0,-1.732051,-1.732051,0,-1.732051,0,cluster6
322,0,0,1.732051,1.732051,0,0,0,-1.732051,0,-1.732051,0,cluster0
323,3.464102,0,1.732051,0,-1.732051,-1.732051,-1.732051,0,0,0,0,cluster2
324,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster1
325,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
326,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
327,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
328,1.732051,0,1.732051,-1.732051,-1.732051,0,-1.732051,0,1.732051,0,1,cluster3
329,1.732051,1.732051,1.732051,5.196152,-1.732051,0,-5.196152,-5.196152,-1.732051,-3.464102,0,cluster1
330,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
331,1.732051,1.732051,3.464102,0,0,-1.732051,-1.732051,0,0,0,0,cluster6
332,0,1.732051,1.732051,3.464102,-1.732051,0,-3.464102,-3.464102,0,-3.464102,1,cluster1
333,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,1,cluster1
334,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster1
335,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
336,3.464102,0,3.464102,0,1.732051,0,-1.732051,0,0,0,0,cluster5
337,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
338,1.732051,-1.732051,3.464102,-1.732051,0,0,-1.732051,0,1.732051,1.732051,0,cluster3
339,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,0,cluster1
340,1.732051,0,0,3.464102,-1.732051,-1.732051,-1.732051,-3.464102,0,0,0,cluster0
341,3.464102,-1.732051,3.464102,-1.732051,-1.732051,0,0,-1.732051,1.732051,3.464102,0,cluster3
342,3.464102,0,3.464102,0,0,0,-3.464102,-1.732051,0,0,1,cluster5
343,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,1,cluster1
344,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
345,3.464102,1.732051,3.464102,0,0,-1.732051,1.732051,0,0,1.732051,0,cluster2
346,5.196152,0,1.732051,1.732051,-1.732051,-1.732051,0,0,0,1.732051,0,cluster2
347,5.196152,0,1.732051,1.732051,0,-1.732051,1.732051,1.732051,0,1.732051,1,cluster2
348,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
349,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
350,0,0,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
351,1.732051,0,0,-1.732051,-1.732051,-1.732051,-5.196152,-1.732051,1.732051,1.732051,0,cluster3
352,3.464102,0,0,3.464102,-1.732051,0,0,-3.464102,-1.732051,1.732051,1,cluster0
353,5.196152,0,3.464102,1.732051,-1.732051,0,1.732051,0,0,1.732051,0,cluster5
354,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
355,3.464102,1.732051,5.196152,0,-1.732051,0,-3.464102,-1.732051,0,-1.732051,0,cluster5
356,0,1.732051,0,3.464102,-1.732051,-1.732051,-5.196152,-3.464102,0,-3.464102,1,cluster1
357,3.464102,-1.732051,1.732051,-1.732051,-3.464102,0,0,-1.732051,1.732051,3.464102,0,cluster3
358,-1.732051,1.732051,0,1.732051,-1.732051,-1.732051,-5.196152,-3.464102,1.732051,-3.464102,0,cluster1
359,3.464102,0,1.732051,1.732051,-1.732051,-1.732051,-1.732051,0,1.732051,1.732051,0,cluster2
360,1.732051,-1.732051,1.732051,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,3.464102,1,cluster3
361,0,0,1.732051,0,-3.464102,0,-3.464102,-5.196152,0,-1.732051,0,cluster0
362,5.196152,0,0,1.732051,0,-1.732051,-5.196152,-1.732051,-1.732051,1.732051,1,cluster6
363,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster1
364,1.732051,0,1.732051,1.732051,-1.732051,0,0,-3.464102,0,0,0,cluster0
365,0,0,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-1.732051,1,cluster0
366,-1.732051,1.732051,0,1.732051,0,-1.732051,-3.464102,-1.732051,1.732051,-3.464102,1,cluster4
367,5.196152,0,5.196152,0,0,0,1.732051,0,0,1.732051,1,cluster5
368,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
369,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
370,1.732051,0,1.732051,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,1.732051,0,cluster3
371,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
372,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
373,1.732051,3.464102,0,1.732051,-1.732051,-3.464102,-3.464102,0,0,-1.732051,0,cluster6
374,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster1
375,1.732051,0,1.732051,-1.732051,-3.464102,0,-3.464102,-1.732051,1.732051,0,0,cluster0
376,3.464102,1.732051,3.464102,0,-1.732051,0,-3.464102,-1.732051,0,0,1,cluster5
377,1.732051,1.732051,0,-1.732051,0,-1.732051,-3.464102,0,0,0,0,cluster6
378,3.464102,1.732051,0,-1.732051,-1.732051,-1.732051,-1.732051,-1.732051,0,1.732051,0,cluster6
379,3.464102,-1.732051,3.464102,-1.732051,-1.732051,0,0,-1.732051,1.732051,3.464102,0,cluster3
380,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
381,0,1.732051,0,3.464102,0,-1.732051,-3.464102,-1.732051,0,-3.464102,1,cluster4
382,3.464102,1.732051,1.732051,1.732051,0,-1.732051,-1.732051,1.732051,0,-1.732051,1,cluster2
383,1.732051,1.732051,1.732051,5.196152,-1.732051,0,-5.196152,-5.196152,-1.732051,-3.464102,0,cluster1
384,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
385,1.732051,-1.732051,0,-1.732051,-1.732051,-1.732051,-1.732051,0,1.732051,1.732051,0,cluster3
386,1.732051,0,1.732051,3.464102,-1.732051,0,0,-3.464102,0,0,1,cluster0
387,5.196152,0,3.464102,0,-1.732051,0,0,-1.732051,0,3.464102,0,cluster5
388,0,1.732051,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,0,-3.464102,0,cluster1
389,1.732051,1.732051,0,-1.732051,0,-1.732051,-3.464102,0,0,0,0,cluster6
390,3.464102,1.732051,5.196152,0,-1.732051,0,-3.464102,-1.732051,0,-1.732051,0,cluster5
391,3.464102,0,0,1.732051,0,-1.732051,-3.464102,0,0,0,1,cluster2
392,5.196152,0,5.196152,0,-1.732051,0,0,-1.732051,0,1.732051,0,cluster5
393,0,0,1.732051,3.464102,-1.732051,0,-3.464102,-5.196152,1.732051,0,0,cluster0
394,1.732051,0,1.732051,1.732051,-1.732051,0,0,-3.464102,0,0,0,cluster0
395,3.464102,1.732051,5.196152,0,0,0,-1.732051,0,0,-1.732051,1,cluster5
396,0,1.732051,3.464102,1.732051,0,0,-3.464102,-3.464102,0,-3.464102,0,cluster1
397,3.464102,0,1.732051,0,0,-1.732051,0,1.732051,0,0,1,cluster2
398,3.464102,-1.732051,1.732051,0,-1.732051,0,-3.464102,-1.732051,0,3.464102,1,cluster5
399,0,1.732051,1.732051,3.464102,-1.732051,0,-3.464102,-3.464102,0,-3.464102,1,cluster1
400,1.732051,1.732051,1.732051,1.732051,0,0,-1.732051,-1.732051,0,-1.732051,0,cluster6
401,1.732051,0,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,0,0,0,cluster0
402,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
403,0,1.732051,1.732051,1.732051,-1.732051,-1.732051,-6.928203,-5.196152,0,-3.464102,1,cluster1
404,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster1
405,3.464102,0,3.464102,0,-1.732051,0,-1.732051,0,0,0,1,cluster5
406,0,1.732051,1.732051,1.732051,-1.732051,-1.732051,-6.928203,-5.196152,0,-3.464102,1,cluster1
407,1.732051,0,0,5.196152,-1.732051,0,0,-3.464102,0,0,0,cluster0
408,0,0,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
409,3.464102,-1.732051,0,0,-1.732051,-1.732051,0,0,1.732051,3.464102,1,cluster2
410,3.464102,0,0,1.732051,0,-1.732051,-3.464102,0,0,0,1,cluster2
411,3.464102,1.732051,3.464102,0,-1.732051,0,-3.464102,-1.732051,0,0,0,cluster5
412,1.732051,0,0,3.464102,-1.732051,-1.732051,-1.732051,-3.464102,0,0,1,cluster0
413,1.732051,0,1.732051,-1.732051,0,0,-1.732051,0,1.732051,1.732051,1,cluster3
414,3.464102,1.732051,1.732051,1.732051,-1.732051,-1.732051,-3.464102,0,0,-1.732051,1,cluster6
415,1.732051,-1.732051,3.464102,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,1.732051,0,cluster3
416,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster1
417,1.732051,1.732051,0,1.732051,0,-1.732051,-3.464102,-1.732051,0,-1.732051,0,cluster6
418,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
419,1.732051,-1.732051,0,-1.732051,-1.732051,-1.732051,-1.732051,0,1.732051,1.732051,0,cluster3
420,3.464102,0,1.732051,0,-1.732051,-1.732051,-1.732051,0,0,0,1,cluster2
421,5.196152,0,5.196152,0,0,0,1.732051,0,0,1.732051,1,cluster5
422,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
423,3.464102,1.732051,5.196152,0,-1.732051,0,-3.464102,-1.732051,0,-1.732051,0,cluster5
424,-1.732051,0,1.732051,0,-1.732051,0,-1.732051,-3.464102,1.732051,-1.732051,0,cluster0
425,3.464102,1.732051,0,1.732051,1.732051,-1.732051,-1.732051,1.732051,0,-1.732051,0,cluster2
426,1.732051,1.732051,3.464102,0,-1.732051,-1.732051,-3.464102,-1.732051,0,0,0,cluster6
427,1.732051,-1.732051,1.732051,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,3.464102,1,cluster3
428,5.196152,0,3.464102,0,-1.732051,0,0,-1.732051,0,3.464102,0,cluster5
429,5.196152,0,3.464102,0,-3.464102,0,0,-1.732051,0,1.732051,0,cluster5
430,0,0,1.732051,1.732051,-1.732051,0,-1.732051,-3.464102,0,-1.732051,0,cluster0
431,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster1
432,0,1.732051,0,1.732051,-1.732051,0,-3.464102,-3.464102,0,-1.732051,1,cluster1
433,1.732051,0,0,3.464102,-1.732051,-1.732051,-1.732051,-3.464102,0,0,0,cluster0
434,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
435,1.732051,1.732051,1.732051,1.732051,0,0,-1.732051,-1.732051,0,-1.732051,0,cluster6
436,-1.732051,1.732051,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,1.732051,-3.464102,0,cluster1
437,1.732051,0,1.732051,1.732051,0,0,-1.732051,-1.732051,0,0,0,cluster0
438,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
439,1.732051,0,0,0,0,-1.732051,-1.732051,1.732051,1.732051,0,1,cluster2
440,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
441,0,0,1.732051,1.732051,-1.732051,0,-1.732051,-3.464102,0,-1.732051,1,cluster0
442,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
443,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,1,cluster1
444,1.732051,1.732051,0,-1.732051,0,-1.732051,-5.196152,-1.732051,1.732051,-1.732051,0,cluster6
445,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster1
446,1.732051,-1.732051,0,-1.732051,-1.732051,-1.732051,-1.732051,0,1.732051,1.732051,1,cluster3
447,1.732051,0,0,-1.732051,-1.732051,-1.732051,-5.196152,-1.732051,1.732051,1.732051,0,cluster3
448,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,0,cluster1
449,3.464102,0,1.732051,0,0,-1.732051,-3.464102,0,0,1.732051,1,cluster2
450,0,1.732051,0,3.464102,-1.732051,-1.732051,-5.196152,-3.464102,0,-3.464102,0,cluster1
451,0,0,0,1.732051,-1.732051,-1.732051,-3.464102,-3.464102,0,-1.732051,1,cluster0
452,3.464102,-1.732051,0,0,0,-1.732051,1.732051,1.732051,1.732051,3.464102,1,cluster2
453,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
454,0,1.732051,0,1.732051,-1.732051,0,-3.464102,-3.464102,0,-1.732051,1,cluster1
455,0,0,1.732051,0,-1.732051,0,-3.464102,-5.196152,0,0,0,cluster0
456,0,0,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,0,-1.732051,1,cluster0
457,0,0,0,0,-3.464102,0,-3.464102,-5.196152,0,0,0,cluster0
458,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
459,3.464102,1.732051,0,0,0,-1.732051,-5.196152,-1.732051,0,0,0,cluster6
460,1.732051,1.732051,3.464102,0,-1.732051,-1.732051,-3.464102,-1.732051,0,0,0,cluster6
461,0,0,0,1.732051,-3.464102,0,-3.464102,-5.196152,1.732051,1.732051,0,cluster0
462,0,0,1.732051,1.732051,-1.732051,0,-3.464102,-5.196152,0,-1.732051,0,cluster0
463,3.464102,1.732051,3.464102,0,-1.732051,-1.732051,0,-1.732051,0,1.732051,0,cluster6
464,5.196152,0,1.732051,1.732051,-1.732051,-1.732051,0,0,0,1.732051,0,cluster2
465,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,1,cluster1
466,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,1,cluster1
467,0,1.732051,0,1.732051,-1.732051,0,-3.464102,-3.464102,0,-1.732051,1,cluster1
468,3.464102,0,0,1.732051,1.732051,-1.732051,-1.732051,1.732051,0,0,0,cluster2
469,3.464102,1.732051,3.464102,0,-1.732051,0,-3.464102,-1.732051,0,0,0,cluster5
470,3.464102,1.732051,5.196152,0,0,0,-1.732051,0,0,-1.732051,0,cluster5
471,0,1.732051,1.732051,3.464102,-1.732051,0,-3.464102,-3.464102,0,-3.464102,1,cluster1
472,1.732051,3.464102,0,-1.732051,-1.732051,0,-1.732051,0,0,-1.732051,1,cluster6
473,3.464102,0,5.196152,0,-1.732051,0,-3.464102,-1.732051,0,0,0,cluster5
474,0,0,0,1.732051,0,-1.732051,0,-1.732051,1.732051,0,1,cluster0
475,1.732051,-1.732051,0,-1.732051,-1.732051,-1.732051,-5.196152,-1.732051,1.732051,3.464102,1,cluster3
476,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,1,cluster1
477,1.732051,1.732051,0,-1.732051,0,-1.732051,-3.464102,0,0,0,0,cluster6
478,1.732051,0,0,1.732051,-1.732051,0,-1.732051,-3.464102,-1.732051,0,0,cluster0
479,3.464102,0,5.196152,0,0,0,-1.732051,0,0,0,0,cluster5
480,1.732051,0,1.732051,1.732051,-1.732051,0,-1.732051,-5.196152,0,1.732051,0,cluster0
481,1.732051,0,1.732051,1.732051,-1.732051,0,-1.732051,-5.196152,0,1.732051,0,cluster0
482,-1.732051,0,0,1.732051,-1.732051,-1.732051,-5.196152,-3.464102,1.732051,-1.732051,0,cluster0
483,1.732051,0,0,1.732051,-1.732051,0,0,-3.464102,0,1.732051,1,cluster0
484,-1.732051,0,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,1.732051,-1.732051,0,cluster0
485,3.464102,1.732051,1.732051,1.732051,0,-1.732051,-1.732051,1.732051,0,-1.732051,1,cluster2
486,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
487,3.464102,1.732051,0,0,1.732051,-1.732051,-3.464102,0,0,0,1,cluster2
488,3.464102,0,1.732051,0,0,-1.732051,1.732051,1.732051,1.732051,1.732051,1,cluster2
489,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
490,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
491,1.732051,1.732051,0,3.464102,-1.732051,0,-3.464102,-3.464102,-1.732051,-1.732051,1,cluster1
492,3.464102,1.732051,3.464102,0,0,0,-1.732051,0,0,0,1,cluster5
493,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
494,0,0,1.732051,1.732051,-1.732051,0,-1.732051,-3.464102,0,-1.732051,0,cluster0
495,3.464102,0,1.732051,1.732051,0,-1.732051,-1.732051,1.732051,0,0,1,cluster2
496,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
497,3.464102,1.732051,3.464102,0,0,-1.732051,1.732051,0,0,1.732051,0,cluster2
498,0,0,0,1.732051,0,-1.732051,-1.732051,-1.732051,0,-1.732051,1,cluster0
499,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
500,1.732051,0,0,1.732051,-3.464102,0,-1.732051,-5.196152,0,1.732051,0,cluster0
501,1.732051,1.732051,0,-1.732051,-1.732051,-1.732051,-5.196152,-1.732051,0,0,1,cluster6
502,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster1
503,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
504,1.732051,0,0,1.732051,0,-1.732051,-3.464102,-1.732051,0,0,0,cluster0
505,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,0,cluster1
506,0,1.732051,0,3.464102,0,-1.732051,-3.464102,-1.732051,0,-3.464102,1,cluster4
507,3.464102,1.732051,5.196152,0,0,0,-1.732051,0,0,-1.732051,0,cluster5
508,1.732051,0,0,1.732051,-3.464102,0,-1.732051,-5.196152,0,1.732051,1,cluster0
509,1.732051,0,1.732051,-1.732051,-3.464102,0,-3.464102,-1.732051,1.732051,0,0,cluster0
510,0,0,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-1.732051,1,cluster0
511,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
512,3.464102,-1.732051,3.464102,-1.732051,-1.732051,0,0,-1.732051,1.732051,3.464102,0,cluster3
513,0,1.732051,3.464102,1.732051,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
514,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster1
515,1.732051,0,0,5.196152,-1.732051,0,0,-3.464102,0,0,0,cluster0
516,1.732051,0,1.732051,-1.732051,0,0,-1.732051,0,1.732051,1.732051,0,cluster3
517,3.464102,1.732051,5.196152,0,0,0,-1.732051,0,0,-1.732051,0,cluster5
518,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
519,1.732051,0,0,0,0,0,0,-1.732051,0,1.732051,1,cluster0
520,0,1.732051,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,0,-3.464102,0,cluster1
521,3.464102,-1.732051,0,0,0,-1.732051,1.732051,1.732051,1.732051,3.464102,1,cluster2
522,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,0,cluster1
523,0,1.732051,1.732051,1.732051,-1.732051,-1.732051,-6.928203,-5.196152,0,-3.464102,0,cluster1
524,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
525,3.464102,0,0,3.464102,-3.464102,0,-1.732051,-5.196152,-1.732051,1.732051,0,cluster0
526,0,0,1.732051,1.732051,-1.732051,0,0,-3.464102,1.732051,0,1,cluster0
527,3.464102,1.732051,5.196152,0,0,0,-1.732051,0,0,-1.732051,1,cluster5
528,5.196152,0,5.196152,0,0,0,1.732051,0,0,1.732051,0,cluster5
529,0,0,0,0,-3.464102,0,-3.464102,-5.196152,0,0,0,cluster0
530,1.732051,0,0,3.464102,0,-1.732051,0,-1.732051,0,0,1,cluster0
531,5.196152,0,3.464102,0,-1.732051,0,0,-1.732051,0,3.464102,0,cluster5
