Source_0,Source_1,Source_2,Source_3,Source_4,Source_5,Source_6,Source_7,Source_8,Source_9,Source_10,Source_11,Source_12,Source_13,Source_14,Source_15,Source_16,Source_17,Source_18,Source_19,Source_20,Source_21,Source_22,Source_23,﻿Survived
0.046875,0.001953,0.021484,-0.018555,0.005859,-0.002441,-0.031738,0.0625,-0.00293,0.023438,-0.023438,0.007813,0.051758,0.014648,-0.003906,-0.003906,0.037109,0.005859,0.038086,-0.04248,-0.03125,-0.054688,0.015625,-0.007813,0
0.085938,0.029297,-0.103516,0.167969,0.09375,-0.07373,0.09668,0.008789,0.04541,0.163086,0.067383,-0.003906,-0.022949,-0.016602,0.042969,0.033203,0.068359,0.134766,-0.131836,0.012329,-0.085938,0,0.050781,0.140625,0
-0.013672,0.003906,0.017578,-0.03125,0.003906,0.003174,0.018555,-0.005371,0.0271,-0.015137,0.009766,-0.007813,-0.000488,-0.016602,0.009766,-0.024414,-0.023438,0.001953,-0.013184,0.024536,0.007813,0,0.001953,0.0625,0
0.011719,0.001953,-0.025391,-0.000977,0.023438,0.020996,-0.058105,-0.003906,0.030273,0.045898,-0.013672,0.023438,0.01709,0.000977,-0.011719,0.007813,-0.005859,-0.003906,0.053711,-0.043701,-0.042969,0.015625,-0.042969,-0.023438,1
-0.013672,-0.013672,0.017578,-0.038086,-0.009766,-0.041504,-0.01416,0.044922,0.010742,0.015625,-0.042969,-0.015625,0.025391,0.03418,-0.019531,-0.021484,0.001953,0.03125,-0.00293,-0.017822,-0.027344,-0.042969,0.003906,0.007813,0
0.041016,-0.017578,0.019531,-0.018555,0.011719,-0.031738,-0.018066,0.03125,-0.008789,0.041016,-0.032227,0.007813,0.024414,0.03418,-0.007813,-0.021484,0.009766,0.015625,0.018555,-0.003906,-0.039063,-0.074219,0.015625,0,1
0.007813,-0.052734,-0.007813,-0.075195,0.009766,0.004395,-0.009277,0.015625,0.052734,0,-0.025391,-0.007813,0.001953,0.025391,-0.003906,-0.011719,-0.011719,0.035156,-0.007813,-0.0271,0.003906,-0.015625,-0.019531,0.046875,1
-0.009766,0.060547,0,0.042969,0.019531,0.020264,-0.029297,-0.023438,0.00415,0.030762,0.021484,0.023438,0.014648,-0.041016,0.001953,-0.004883,-0.017578,-0.039063,0.04834,0.007813,-0.039063,0.03125,-0.021484,0,1
0.025391,0.013672,0.021484,0.049805,0.044922,0.006348,-0.014648,0.036133,-0.063965,0.002441,-0.008789,0.019531,0.026855,-0.00293,0.011719,0.054688,0.03125,-0.007813,-0.014648,-0.019775,0.085938,-0.054688,-0.003906,-0.023438,1
0.052734,0.005859,0.023438,0.038086,0.009766,-0.010254,0.009277,-0.020508,-0.062012,-0.003418,-0.05957,0.03125,-0.032715,-0.036133,-0.003906,0.042969,0.048828,0.03125,-0.014648,0.001221,0.054688,-0.046875,0.003906,-0.046875,1
0,0.027344,-0.001953,0.003906,-0.001953,0.021729,0.005371,0.033691,0.001709,-0.043945,0.021484,-0.027344,-0.01416,0.010742,0.009766,-0.005859,0.023438,-0.019531,0.01416,-0.01355,-0.003906,0.035156,-0.011719,0.007813,0
0.039063,-0.005859,-0.025391,-0.014648,-0.011719,0.004395,-0.033691,-0.060547,0.032227,0.039551,-0.064453,0.035156,-0.044434,-0.032227,-0.027344,-0.005859,0.009766,0.033203,0.055664,-0.022705,-0.070313,0.019531,-0.03125,-0.039063,1
-0.052734,-0.001953,0.033203,0.041992,0.083984,-0.04541,-0.02832,0.004883,-0.022949,-0.037109,0.014648,0.015625,-0.026855,-0.019531,-0.039063,-0.021484,-0.013672,-0.007813,-0.076172,-0.006104,0.042969,0.015625,-0.027344,0,0
-0.005859,0.009766,-0.003906,0.003906,0.003906,-0.008057,0.019043,0.00293,-0.00415,-0.026367,0.012695,-0.023438,-0.040527,0.03125,0.007813,-0.024414,-0.003906,-0.007813,-0.004883,0.02478,-0.015625,0.015625,-0.013672,0.019531,0
0.076172,-0.048828,-0.015625,-0.053711,-0.009766,-0.040527,-0.008301,-0.011719,-0.05957,0.030273,-0.013672,0,0.080078,0.041992,-0.007813,0.023438,0.0625,-0.009766,-0.041016,-0.079834,-0.035156,-0.089844,0.039063,-0.09375,1
-0.005859,0.009766,-0.003906,0.003906,0.003906,-0.008057,0.019043,0.00293,-0.00415,-0.026367,0.012695,-0.023438,-0.040527,0.03125,0.007813,-0.024414,-0.003906,-0.007813,-0.004883,0.02478,-0.015625,0.015625,-0.013672,0.019531,1
0,0.027344,-0.001953,0.003906,-0.001953,0.021729,0.005371,0.033691,0.001709,-0.043945,0.021484,-0.027344,-0.01416,0.010742,0.009766,-0.005859,0.023438,-0.019531,0.01416,-0.01355,-0.003906,0.035156,-0.011719,0.007813,0
0,0.027344,-0.001953,0.003906,-0.001953,0.021729,0.005371,0.033691,0.001709,-0.043945,0.021484,-0.027344,-0.01416,0.010742,0.009766,-0.005859,0.023438,-0.019531,0.01416,-0.01355,-0.003906,0.035156,-0.011719,0.007813,0
0.017578,-0.048828,-0.029297,-0.040039,0.007813,-0.007324,-0.009277,0.023438,0.021484,-0.01123,-0.022461,-0.023438,-0.038086,0.072266,-0.007813,-0.011719,0.007813,0.027344,0.000977,-0.026855,-0.019531,0,-0.035156,0,1
0.056641,-0.037109,0.009766,-0.018555,0.019531,-0.033691,-0.001465,0.023438,-0.020508,0.062988,-0.041992,0.011719,0.030273,0.040039,0,-0.015625,0.029297,0.009766,-0.017578,-0.001465,-0.003906,-0.058594,-0.003906,-0.070313,1
0.001953,-0.015625,0.007813,-0.03125,0.011719,0.001221,0.035645,-0.01123,0.014893,0.006348,0,-0.003906,0.004395,-0.010742,0.017578,-0.018555,-0.003906,-0.005859,-0.049316,0.026733,0.042969,0.019531,-0.017578,-0.011719,0
0.005859,0.009766,0.035156,0.061523,0.099609,-0.006348,-0.046387,0.020508,-0.036621,-0.028809,0.03418,0.042969,0.000488,-0.040039,-0.023438,-0.001953,0.019531,-0.035156,-0.036133,-0.030518,0.039063,0,-0.015625,-0.007813,1
0.109375,0.089844,0.035156,-0.166016,-0.041016,-0.171875,-0.061035,0.052734,0.05127,0.032227,0.163086,-0.023438,-0.135254,-0.03125,-0.03125,0.119141,-0.074219,0.0625,0.053711,0.068359,0.042969,0.066406,0.050781,-0.0625,0
-0.037109,0.046875,0.042969,0.006836,-0.015625,-0.041748,0.01416,0.024414,-0.015381,0.000488,-0.007813,-0.015625,0.022949,-0.006836,-0.001953,-0.03418,-0.007813,-0.003906,-0.008789,0.033813,-0.023438,-0.027344,0.025391,0.023438,1
0.011719,0.033203,0.035156,-0.006836,-0.046875,-0.030518,0.041016,-0.007324,-0.020752,-0.000977,-0.058594,-0.003906,-0.004395,-0.054688,-0.005859,-0.023438,0.054688,0.017578,-0.025391,0.018921,-0.003906,0.019531,0.015625,-0.078125,0
-0.041016,0.021484,0.046875,0.017578,0.044922,-0.056885,-0.000488,0.00293,-0.000732,-0.009277,0.024414,0.007813,0.001953,-0.039063,-0.03125,-0.085938,0,-0.037109,-0.065918,0.025146,-0.03125,0.050781,-0.007813,-0.03125,0
-0.017578,0.044922,-0.001953,0.042969,0.023438,-0.009521,-0.015625,-0.054688,-0.001221,0.04834,0.012695,0.027344,-0.013672,-0.020508,0,-0.023438,-0.042969,-0.027344,0.029297,0.045898,-0.046875,0.007813,-0.021484,0.011719,1
0.023438,-0.076172,-0.017578,-0.075195,0.017578,0.002441,0.007324,0.009766,0.041016,0.021484,-0.035156,-0.003906,0.006836,0.030273,0.003906,-0.005859,0.007813,0.029297,-0.043945,-0.024902,0.039063,0.003906,-0.039063,-0.03125,0
0.001953,-0.015625,0.007813,-0.03125,0.011719,0.001221,0.035645,-0.01123,0.014893,0.006348,0,-0.003906,0.004395,-0.010742,0.017578,-0.018555,-0.003906,-0.005859,-0.049316,0.026733,0.042969,0.019531,-0.017578,-0.011719,0
0.025391,0.013672,0.021484,0.049805,0.044922,0.006348,-0.014648,0.036133,-0.063965,0.002441,-0.008789,0.019531,0.026855,-0.00293,0.011719,0.054688,0.03125,-0.007813,-0.014648,-0.019775,0.085938,-0.054688,-0.003906,-0.023438,1
-0.037109,0.046875,0.042969,0.006836,-0.015625,-0.041748,0.01416,0.024414,-0.015381,0.000488,-0.007813,-0.015625,0.022949,-0.006836,-0.001953,-0.03418,-0.007813,-0.003906,-0.008789,0.033813,-0.023438,-0.027344,0.025391,0.023438,0
0.017578,-0.048828,-0.029297,-0.040039,0.007813,-0.007324,-0.009277,0.023438,0.021484,-0.01123,-0.022461,-0.023438,-0.038086,0.072266,-0.007813,-0.011719,0.007813,0.027344,0.000977,-0.026855,-0.019531,0,-0.035156,0,0
-0.001953,-0.021484,-0.119141,0.110352,-0.019531,0.047363,-0.000977,0.003906,0.086426,0.034668,0.051758,0.097656,-0.003418,0.041016,-0.078125,-0.009766,-0.107422,-0.070313,-0.037109,0.040161,-0.003906,-0.074219,-0.023438,-0.015625,1
-0.013672,0.003906,0.017578,-0.03125,0.003906,0.003174,0.018555,-0.005371,0.0271,-0.015137,0.009766,-0.007813,-0.000488,-0.016602,0.009766,-0.024414,-0.023438,0.001953,-0.013184,0.024536,0.007813,0,0.001953,0.0625,0
0.046875,0.001953,0.021484,-0.018555,0.005859,-0.002441,-0.031738,0.0625,-0.00293,0.023438,-0.023438,0.007813,0.051758,0.014648,-0.003906,-0.003906,0.037109,0.005859,0.038086,-0.04248,-0.03125,-0.054688,0.015625,-0.007813,1
-0.005859,0.009766,-0.003906,0.003906,0.003906,-0.008057,0.019043,0.00293,-0.00415,-0.026367,0.012695,-0.023438,-0.040527,0.03125,0.007813,-0.024414,-0.003906,-0.007813,-0.004883,0.02478,-0.015625,0.015625,-0.013672,0.019531,0
-0.052734,0.052734,-0.015625,0.012695,-0.050781,-0.005127,0.02002,-0.024902,-0.009033,0.053711,-0.039063,-0.023438,0.012207,0.016602,0.025391,0.035156,-0.039063,0.013672,0.028809,0.042847,0.015625,-0.015625,-0.019531,-0.003906,1
0.001953,-0.015625,0.007813,-0.03125,0.011719,0.001221,0.035645,-0.01123,0.014893,0.006348,0,-0.003906,0.004395,-0.010742,0.017578,-0.018555,-0.003906,-0.005859,-0.049316,0.026733,0.042969,0.019531,-0.017578,-0.011719,0
0.013672,0,-0.029297,-0.03125,-0.025391,-0.014404,0.013184,-0.03418,-0.042725,-0.059082,0.041016,-0.035156,0.006348,0.033203,0,0.014648,0.029297,-0.027344,-0.029785,-0.053345,-0.046875,-0.015625,0.029297,-0.007813,0
0.017578,-0.048828,-0.029297,-0.040039,0.007813,-0.007324,-0.009277,0.023438,0.021484,-0.01123,-0.022461,-0.023438,-0.038086,0.072266,-0.007813,-0.011719,0.007813,0.027344,0.000977,-0.026855,-0.019531,0,-0.035156,0,0
0,0.027344,-0.001953,0.003906,-0.001953,0.021729,0.005371,0.033691,0.001709,-0.043945,0.021484,-0.027344,-0.01416,0.010742,0.009766,-0.005859,0.023438,-0.019531,0.01416,-0.01355,-0.003906,0.035156,-0.011719,0.007813,0
0.066406,-0.017578,-0.070313,0.079102,-0.078125,0.036621,0.035156,0.042969,0.059082,-0.010742,0,0.089844,0.000488,0,-0.082031,-0.013672,-0.021484,-0.033203,-0.033203,0.024048,-0.011719,-0.113281,0.042969,-0.039063,0
0.021484,-0.050781,0.042969,0.00293,-0.029297,-0.036133,0.041992,0.042969,-0.106445,0.036621,-0.009766,0.074219,0.038574,0.074219,0.019531,0.039063,-0.050781,0.019531,0.057617,-0.00708,0.019531,0.027344,0.070313,0.070313,1
0.005859,0.017578,0.03125,0.049805,0.044922,-0.020996,-0.018066,0.012695,-0.057129,-0.001953,-0.006836,0.015625,-0.006348,0.011719,0,0.03125,-0.015625,0.007813,0.001953,0.016357,0.039063,-0.09375,0.015625,0.054688,0
-0.056641,0.041016,0.056641,0.017578,0.037109,-0.05542,-0.017578,0.008789,0.011475,-0.030762,0.03418,0.007813,-0.00293,-0.044922,-0.039063,-0.091797,-0.019531,-0.029297,-0.029785,0.022949,-0.070313,0.03125,0.011719,0.042969,1
0.025391,-0.025391,-0.052734,-0.038086,0,-0.015137,-0.05127,-0.070313,-0.012695,0.030273,0.005859,0.015625,0.039551,0.023438,-0.023438,0.029297,0,-0.011719,0.009766,-0.083496,-0.085938,-0.035156,-0.003906,-0.03125,1
-0.005859,0.009766,-0.003906,0.003906,0.003906,-0.008057,0.019043,0.00293,-0.00415,-0.026367,0.012695,-0.023438,-0.040527,0.03125,0.007813,-0.024414,-0.003906,-0.007813,-0.004883,0.02478,-0.015625,0.015625,-0.013672,0.019531,0
0.037109,0.048828,-0.103516,0.149414,0.066406,-0.053223,0.087402,0.053711,0.069824,0.120117,0.066406,-0.027344,0.004395,-0.037109,0.035156,0.052734,0.085938,0.138672,-0.134766,-0.039429,-0.0625,0.046875,0.039063,0.125,0
-0.005859,0.009766,-0.003906,0.003906,0.003906,-0.008057,0.019043,0.00293,-0.00415,-0.026367,0.012695,-0.023438,-0.040527,0.03125,0.007813,-0.024414,-0.003906,-0.007813,-0.004883,0.02478,-0.015625,0.015625,-0.013672,0.019531,0
0.007813,-0.017578,0.009766,-0.038086,-0.007813,-0.013184,-0.01123,0.070313,0.003906,0.019531,-0.042969,-0.015625,0.057617,0.019531,-0.007813,0.003906,0.048828,0.013672,-0.019531,-0.053711,0.019531,-0.003906,-0.015625,-0.078125,0
0.009766,0.037109,0.033203,0.049805,0.037109,0.008301,-0.03125,0.043945,-0.05127,-0.019531,0.000977,0.015625,0.020996,-0.007813,0.003906,0.048828,0.011719,0,0.021484,-0.022217,0.046875,-0.070313,0.015625,0.046875,1
0.005859,0,0.009766,-0.03125,0.007813,0.031006,0.021484,0.02002,0.020264,-0.01123,0.009766,-0.007813,0.031738,-0.03125,0.019531,0.000977,0.021484,-0.015625,-0.030273,-0.011353,0.054688,0.039063,-0.015625,-0.023438,0
0.041016,0,0.019531,-0.012695,0.027344,0.012451,0.01416,-0.019531,0.008057,0.010254,0.019531,0.019531,-0.001465,-0.016602,0.021484,-0.024414,-0.015625,-0.013672,0.008301,0.038452,-0.007813,-0.03125,0.013672,0.0625,1
-0.017578,0.029297,0.033203,0.018555,-0.017578,-0.01709,-0.003418,0.000977,-0.030762,-0.05127,-0.05957,0,-0.038574,-0.041016,-0.023438,0.037109,0.021484,0.050781,0.000977,-0.014893,0.03125,-0.03125,0.015625,0.03125,1
-0.046875,0.070313,-0.013672,0.012695,-0.054688,0.02417,0.006348,0.005859,-0.003662,0.036133,-0.030273,-0.027344,0.040527,-0.00293,0.027344,0.054688,-0.013672,0.001953,0.047852,0.004517,0.023438,0.003906,-0.019531,-0.015625,0
0.023438,-0.033203,-0.027344,-0.040039,0.001953,0.021973,-0.022949,0.054688,0.027344,-0.028809,-0.013672,-0.027344,-0.011719,0.052734,-0.003906,0.007813,0.033203,0.015625,0.020508,-0.065186,-0.007813,0.019531,-0.035156,-0.015625,0
0.041016,0,0.019531,-0.012695,0.027344,0.012451,0.01416,-0.019531,0.008057,0.010254,0.019531,0.019531,-0.001465,-0.016602,0.021484,-0.024414,-0.015625,-0.013672,0.008301,0.038452,-0.007813,-0.03125,0.013672,0.0625,0
-0.005859,0.009766,-0.003906,0.003906,0.003906,-0.008057,0.019043,0.00293,-0.00415,-0.026367,0.012695,-0.023438,-0.040527,0.03125,0.007813,-0.024414,-0.003906,-0.007813,-0.004883,0.02478,-0.015625,0.015625,-0.013672,0.019531,0
-0.005859,0.009766,-0.003906,0.003906,0.003906,-0.008057,0.019043,0.00293,-0.00415,-0.026367,0.012695,-0.023438,-0.040527,0.03125,0.007813,-0.024414,-0.003906,-0.007813,-0.004883,0.02478,-0.015625,0.015625,-0.013672,0.019531,0
0.005859,0,0.009766,-0.03125,0.007813,0.031006,0.021484,0.02002,0.020264,-0.01123,0.009766,-0.007813,0.031738,-0.03125,0.019531,0.000977,0.021484,-0.015625,-0.030273,-0.011353,0.054688,0.039063,-0.015625,-0.023438,0
-0.025391,0.037109,-0.013672,0.067383,0.056641,0.031738,-0.057129,-0.022461,-0.018066,0.00293,0.010742,0.03125,-0.01416,-0.021484,-0.003906,0.060547,-0.03125,-0.011719,0.037109,-0.023438,0.035156,0,-0.042969,0.03125,1
0.005859,0.017578,0.03125,0.049805,0.044922,-0.020996,-0.018066,0.012695,-0.057129,-0.001953,-0.006836,0.015625,-0.006348,0.011719,0,0.03125,-0.015625,0.007813,0.001953,0.016357,0.039063,-0.09375,0.015625,0.054688,0
-0.013672,0.003906,0.017578,-0.03125,0.003906,0.003174,0.018555,-0.005371,0.0271,-0.015137,0.009766,-0.007813,-0.000488,-0.016602,0.009766,-0.024414,-0.023438,0.001953,-0.013184,0.024536,0.007813,0,0.001953,0.0625,0
0.041016,-0.017578,0.019531,-0.018555,0.011719,-0.031738,-0.018066,0.03125,-0.008789,0.041016,-0.032227,0.007813,0.024414,0.03418,-0.007813,-0.021484,0.009766,0.015625,0.018555,-0.003906,-0.039063,-0.074219,0.015625,0,0
-0.027344,0.074219,0.041016,0.033203,-0.023438,0.06665,0.005371,-0.01123,0.028076,0.054688,-0.013672,0.011719,-0.01123,0.041992,0.044922,0.036133,-0.007813,0.011719,0.002441,-0.026489,0.027344,-0.023438,0.044922,-0.035156,0
0,0.027344,-0.001953,0.003906,-0.001953,0.021729,0.005371,0.033691,0.001709,-0.043945,0.021484,-0.027344,-0.01416,0.010742,0.009766,-0.005859,0.023438,-0.019531,0.01416,-0.01355,-0.003906,0.035156,-0.011719,0.007813,0
0.041016,0,0.019531,-0.012695,0.027344,0.012451,0.01416,-0.019531,0.008057,0.010254,0.019531,0.019531,-0.001465,-0.016602,0.021484,-0.024414,-0.015625,-0.013672,0.008301,0.038452,-0.007813,-0.03125,0.013672,0.0625,0
-0.048828,-0.009766,-0.029297,-0.018555,0.007813,-0.018066,-0.040527,-0.019531,0.043945,0.037598,-0.032227,0,-0.01123,0.021484,-0.027344,-0.009766,-0.039063,0.021484,0.013672,-0.019531,-0.035156,0.027344,-0.054688,-0.007813,0
-0.046875,0.070313,-0.013672,0.012695,-0.054688,0.02417,0.006348,0.005859,-0.003662,0.036133,-0.030273,-0.027344,0.040527,-0.00293,0.027344,0.054688,-0.013672,0.001953,0.047852,0.004517,0.023438,0.003906,-0.019531,-0.015625,1
-0.046875,0.070313,-0.013672,0.012695,-0.054688,0.02417,0.006348,0.005859,-0.003662,0.036133,-0.030273,-0.027344,0.040527,-0.00293,0.027344,0.054688,-0.013672,0.001953,0.047852,0.004517,0.023438,0.003906,-0.019531,-0.015625,1
-0.017578,-0.037109,0.021484,-0.026367,0.050781,-0.056152,-0.028809,0.023438,0.025391,0.005859,-0.010742,0.007813,0.004395,0.00293,-0.046875,-0.074219,0.011719,-0.001953,-0.05957,-0.026367,-0.035156,0.035156,-0.027344,-0.054688,0
-0.09375,-0.144531,-0.005859,0.091797,-0.113281,0.007324,-0.070801,0.016602,0.022949,-0.012207,0.085938,-0.09375,-0.035156,-0.110352,0.054688,-0.113281,-0.037109,0.056641,-0.026367,-0.049316,0,-0.035156,0.003906,-0.039063,0
-0.009766,0.021484,0.019531,-0.03125,0,0.032959,0.004883,0.025879,0.032471,-0.032715,0.018555,-0.011719,0.025879,-0.037109,0.011719,-0.004883,0.001953,-0.009766,0.005859,-0.013794,0.015625,0.023438,0.003906,0.050781,0
-0.039063,-0.148438,-0.003906,0.111328,-0.089844,0.01709,-0.074707,0.00293,0.004395,0.01416,0.09668,-0.066406,-0.035156,-0.112305,0.066406,-0.113281,-0.029297,0.041016,-0.004883,-0.035645,-0.007813,-0.066406,0.015625,-0.039063,0
-0.013672,0.003906,0.017578,-0.03125,0.003906,0.003174,0.018555,-0.005371,0.0271,-0.015137,0.009766,-0.007813,-0.000488,-0.016602,0.009766,-0.024414,-0.023438,0.001953,-0.013184,0.024536,0.007813,0,0.001953,0.0625,0
-0.013672,-0.013672,0.017578,-0.038086,-0.009766,-0.041504,-0.01416,0.044922,0.010742,0.015625,-0.042969,-0.015625,0.025391,0.03418,-0.019531,-0.021484,0.001953,0.03125,-0.00293,-0.017822,-0.027344,-0.042969,0.003906,0.007813,0
-0.052734,0.052734,-0.015625,0.012695,-0.050781,-0.005127,0.02002,-0.024902,-0.009033,0.053711,-0.039063,-0.023438,0.012207,0.016602,0.025391,0.035156,-0.039063,0.013672,0.028809,0.042847,0.015625,-0.015625,-0.019531,-0.003906,1
0.005859,0,0.009766,-0.03125,0.007813,0.031006,0.021484,0.02002,0.020264,-0.01123,0.009766,-0.007813,0.031738,-0.03125,0.019531,0.000977,0.021484,-0.015625,-0.030273,-0.011353,0.054688,0.039063,-0.015625,-0.023438,0
0.041016,0,0.019531,-0.012695,0.027344,0.012451,0.01416,-0.019531,0.008057,0.010254,0.019531,0.019531,-0.001465,-0.016602,0.021484,-0.024414,-0.015625,-0.013672,0.008301,0.038452,-0.007813,-0.03125,0.013672,0.0625,1
-0.029297,0.021484,-0.015625,0.067383,0.060547,0.002441,-0.043457,-0.053711,-0.022949,0.020508,0.00293,0.035156,-0.04248,-0.000977,-0.007813,0.041016,-0.056641,0,0.018555,0.014648,0.027344,-0.023438,-0.042969,0.046875,1
0.001953,-0.015625,0.007813,-0.03125,0.011719,0.001221,0.035645,-0.01123,0.014893,0.006348,0,-0.003906,0.004395,-0.010742,0.017578,-0.018555,-0.003906,-0.005859,-0.049316,0.026733,0.042969,0.019531,-0.017578,-0.011719,0
0.048828,0.005859,-0.001953,0.022461,0.023438,0.001221,0.014648,-0.011719,-0.023193,-0.000977,0.023438,0,-0.041504,0.03125,0.019531,-0.025391,0.003906,-0.023438,0.016602,0.038696,-0.027344,-0.019531,-0.001953,0.015625,1
-0.009766,0.021484,0.019531,-0.03125,0,0.032959,0.004883,0.025879,0.032471,-0.032715,0.018555,-0.011719,0.025879,-0.037109,0.011719,-0.004883,0.001953,-0.009766,0.005859,-0.013794,0.015625,0.023438,0.003906,0.050781,0
0.001953,-0.015625,0.007813,-0.03125,0.011719,0.001221,0.035645,-0.01123,0.014893,0.006348,0,-0.003906,0.004395,-0.010742,0.017578,-0.018555,-0.003906,-0.005859,-0.049316,0.026733,0.042969,0.019531,-0.017578,-0.011719,0
-0.046875,0.070313,-0.013672,0.012695,-0.054688,0.02417,0.006348,0.005859,-0.003662,0.036133,-0.030273,-0.027344,0.040527,-0.00293,0.027344,0.054688,-0.013672,0.001953,0.047852,0.004517,0.023438,0.003906,-0.019531,-0.015625,1
-0.005859,0.009766,-0.003906,0.003906,0.003906,-0.008057,0.019043,0.00293,-0.00415,-0.026367,0.012695,-0.023438,-0.040527,0.03125,0.007813,-0.024414,-0.003906,-0.007813,-0.004883,0.02478,-0.015625,0.015625,-0.013672,0.019531,0
0.003906,0.048828,0.054688,0.0625,0.054688,0.032959,-0.016602,-0.072266,0.030518,0.066895,0.029297,0.0625,-0.06543,0.025391,0.017578,-0.041992,-0.037109,-0.017578,-0.016113,0.014893,-0.042969,-0.019531,0.044922,-0.007813,1
-0.005859,0.009766,-0.003906,0.003906,0.003906,-0.008057,0.019043,0.00293,-0.00415,-0.026367,0.012695,-0.023438,-0.040527,0.03125,0.007813,-0.024414,-0.003906,-0.007813,-0.004883,0.02478,-0.015625,0.015625,-0.013672,0.019531,0
0.027344,-0.03125,0.044922,0.00293,-0.037109,-0.006836,0.028809,0.074219,-0.100586,0.019043,-0.000977,0.074219,0.065918,0.054688,0.023438,0.056641,-0.023438,0.009766,0.077148,-0.045166,0.027344,0.050781,0.070313,0.0625,1
-0.013672,0.003906,0.017578,-0.03125,0.003906,0.003174,0.018555,-0.005371,0.0271,-0.015137,0.009766,-0.007813,-0.000488,-0.016602,0.009766,-0.024414,-0.023438,0.001953,-0.013184,0.024536,0.007813,0,0.001953,0.0625,0
-0.005859,0.009766,-0.003906,0.003906,0.003906,-0.008057,0.019043,0.00293,-0.00415,-0.026367,0.012695,-0.023438,-0.040527,0.03125,0.007813,-0.024414,-0.003906,-0.007813,-0.004883,0.02478,-0.015625,0.015625,-0.013672,0.019531,0
-0.072266,0.048828,-0.003906,0.024414,0.003906,-0.018799,-0.011719,-0.040527,0.017822,0.022461,0.00293,0,-0.013672,-0.020508,-0.011719,-0.023438,-0.050781,-0.013672,0.007813,0.031982,-0.03125,0.042969,-0.033203,0.011719,1
0.041016,0.039063,0.035156,0.025391,0.007813,-0.005127,0.013184,0.034668,-0.04126,0.030273,0.001953,0.011719,0.055176,-0.022461,0.019531,-0.009766,0.044922,-0.035156,-0.004395,0.011597,0.011719,-0.023438,0.017578,-0.0625,1
-0.066406,0.064453,-0.001953,0.024414,-0.003906,0.010986,-0.025391,-0.009277,0.023193,0.004883,0.011719,-0.003906,0.014648,-0.041016,-0.009766,-0.003906,-0.025391,-0.023438,0.026855,-0.006348,-0.023438,0.0625,-0.033203,0,0
0.011719,0.001953,-0.025391,-0.000977,0.023438,0.020996,-0.058105,-0.003906,0.030273,0.045898,-0.013672,0.023438,0.01709,0.000977,-0.011719,0.007813,-0.005859,-0.003906,0.053711,-0.043701,-0.042969,0.015625,-0.042969,-0.023438,1
0.037109,-0.023438,-0.046875,-0.032227,0.003906,-0.031494,0.032227,-0.008301,-0.035889,0.013672,-0.005859,-0.015625,0.056152,-0.056641,0.011719,0,-0.001953,-0.03125,0.01709,0.071899,0.027344,0.015625,-0.070313,0.007813,1
0.03125,0.005859,0.03125,0.018555,0.054688,0.062988,-0.059082,-0.019531,0.061523,0.064453,0.00293,0.0625,-0.034668,0.046875,0.003906,-0.009766,0,0.005859,0.008789,-0.074707,-0.035156,-0.015625,0.023438,-0.039063,1
-0.007813,-0.017578,-0.058594,0.071289,-0.046875,0.01416,0.006836,0.041992,0.10498,-0.068359,0.03125,0.085938,-0.025879,-0.036133,-0.128906,-0.072266,-0.041016,-0.042969,-0.074219,-0.000366,-0.046875,-0.027344,0.019531,-0.015625,0
-0.009766,0.009766,-0.041016,0.030273,0.033203,-0.004395,-0.050293,-0.088867,-0.061035,-0.012695,0.030273,0.023438,0.008301,0.000977,-0.015625,0.082031,-0.025391,-0.019531,-0.006836,-0.063232,-0.007813,-0.054688,-0.003906,0.023438,1
-0.052734,0.052734,-0.015625,0.012695,-0.050781,-0.005127,0.02002,-0.024902,-0.009033,0.053711,-0.039063,-0.023438,0.012207,0.016602,0.025391,0.035156,-0.039063,0.013672,0.028809,0.042847,0.015625,-0.015625,-0.019531,-0.003906,0
0.001953,-0.015625,0.007813,-0.03125,0.011719,0.001221,0.035645,-0.01123,0.014893,0.006348,0,-0.003906,0.004395,-0.010742,0.017578,-0.018555,-0.003906,-0.005859,-0.049316,0.026733,0.042969,0.019531,-0.017578,-0.011719,0
0.025391,-0.025391,-0.052734,-0.038086,0,-0.015137,-0.05127,-0.070313,-0.012695,0.030273,0.005859,0.015625,0.039551,0.023438,-0.023438,0.029297,0,-0.011719,0.009766,-0.083496,-0.085938,-0.035156,-0.003906,-0.03125,1
-0.005859,0.009766,-0.003906,0.003906,0.003906,-0.008057,0.019043,0.00293,-0.00415,-0.026367,0.012695,-0.023438,-0.040527,0.03125,0.007813,-0.024414,-0.003906,-0.007813,-0.004883,0.02478,-0.015625,0.015625,-0.013672,0.019531,0
-0.017578,0.044922,-0.001953,0.042969,0.023438,-0.009521,-0.015625,-0.054688,-0.001221,0.04834,0.012695,0.027344,-0.013672,-0.020508,0,-0.023438,-0.042969,-0.027344,0.029297,0.045898,-0.046875,0.007813,-0.021484,0.011719,1
0.003906,0.048828,0.054688,0.0625,0.054688,0.032959,-0.016602,-0.072266,0.030518,0.066895,0.029297,0.0625,-0.06543,0.025391,0.017578,-0.041992,-0.037109,-0.017578,-0.016113,0.014893,-0.042969,-0.019531,0.044922,-0.007813,1
