@relation RandomTit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute ﻿Survived {0,1}
@attribute Cluster {cluster0,cluster1}

@data
265,1.732051,-1.732051,3.464102,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,1.732051,1,cluster1
266,1.732051,0,1.732051,3.464102,-1.732051,0,0,-3.464102,0,0,0,cluster0
267,5.196152,0,3.464102,1.732051,-1.732051,0,0,-1.732051,0,1.732051,0,cluster1
268,0,1.732051,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,0,-3.464102,0,cluster0
269,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
270,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
271,1.732051,0,0,1.732051,-3.464102,0,-1.732051,-5.196152,0,1.732051,0,cluster0
272,3.464102,-1.732051,0,0,0,-1.732051,1.732051,1.732051,1.732051,3.464102,1,cluster1
273,1.732051,0,3.464102,-1.732051,0,0,-1.732051,0,1.732051,0,0,cluster1
274,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
275,3.464102,1.732051,5.196152,0,0,0,-1.732051,0,0,-1.732051,0,cluster1
276,0,0,1.732051,1.732051,-1.732051,0,0,-3.464102,1.732051,0,0,cluster0
277,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
278,0,1.732051,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,0,-3.464102,0,cluster0
279,3.464102,1.732051,1.732051,1.732051,-1.732051,-1.732051,-3.464102,0,0,-1.732051,0,cluster1
280,1.732051,0,1.732051,3.464102,-1.732051,0,0,-3.464102,0,0,1,cluster0
281,1.732051,0,1.732051,3.464102,-1.732051,0,0,-3.464102,0,0,1,cluster0
282,3.464102,1.732051,1.732051,0,-1.732051,-1.732051,-5.196152,-1.732051,0,0,0,cluster1
283,1.732051,1.732051,0,-1.732051,-1.732051,-1.732051,-5.196152,-1.732051,0,0,0,cluster1
284,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
285,1.732051,1.732051,0,-1.732051,0,-1.732051,-3.464102,0,0,0,0,cluster1
286,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
287,3.464102,1.732051,5.196152,0,-1.732051,0,-3.464102,-1.732051,0,-1.732051,0,cluster1
288,0,1.732051,1.732051,3.464102,-1.732051,0,-3.464102,-3.464102,0,-3.464102,1,cluster0
289,1.732051,0,0,1.732051,-3.464102,0,-1.732051,-5.196152,0,1.732051,0,cluster0
290,0,1.732051,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,0,-3.464102,1,cluster0
291,1.732051,0,0,0,0,-1.732051,-1.732051,1.732051,1.732051,0,1,cluster1
292,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
293,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,1,cluster0
294,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
295,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
296,1.732051,0,1.732051,3.464102,-1.732051,0,0,-3.464102,0,0,1,cluster0
297,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
298,-1.732051,1.732051,0,1.732051,0,-1.732051,-3.464102,-1.732051,1.732051,-3.464102,1,cluster0
299,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
300,5.196152,0,3.464102,0,1.732051,0,1.732051,0,0,1.732051,1,cluster1
301,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
302,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
303,0,1.732051,0,3.464102,-1.732051,-1.732051,-5.196152,-3.464102,0,-3.464102,1,cluster0
304,1.732051,0,1.732051,1.732051,0,0,0,-3.464102,0,1.732051,1,cluster1
305,1.732051,0,0,3.464102,-1.732051,-1.732051,-1.732051,-3.464102,0,0,0,cluster0
306,5.196152,0,1.732051,1.732051,0,-1.732051,1.732051,1.732051,0,1.732051,1,cluster1
307,1.732051,1.732051,0,3.464102,-1.732051,0,-3.464102,-3.464102,-1.732051,-1.732051,1,cluster0
308,3.464102,0,1.732051,0,0,-1.732051,1.732051,1.732051,1.732051,1.732051,1,cluster1
309,1.732051,1.732051,1.732051,0,-1.732051,-3.464102,-5.196152,-1.732051,0,0,0,cluster1
310,1.732051,-1.732051,0,-1.732051,0,-1.732051,0,1.732051,1.732051,1.732051,1,cluster1
311,0,1.732051,1.732051,3.464102,-1.732051,0,-3.464102,-3.464102,0,-3.464102,0,cluster0
312,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
313,3.464102,0,1.732051,0,0,-1.732051,0,1.732051,0,0,1,cluster1
314,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
315,0,1.732051,0,3.464102,0,-1.732051,-3.464102,-1.732051,0,-3.464102,1,cluster0
316,-1.732051,1.732051,0,1.732051,0,-1.732051,-3.464102,-1.732051,1.732051,-3.464102,1,cluster0
317,1.732051,0,0,1.732051,-3.464102,0,-1.732051,-5.196152,0,1.732051,0,cluster0
318,1.732051,0,0,1.732051,-3.464102,0,-1.732051,-5.196152,0,1.732051,0,cluster0
319,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
320,1.732051,0,0,1.732051,-1.732051,0,0,-3.464102,0,1.732051,1,cluster0
321,1.732051,1.732051,1.732051,1.732051,0,0,-1.732051,-1.732051,0,-1.732051,0,cluster1
322,0,0,1.732051,1.732051,0,0,0,-1.732051,0,-1.732051,0,cluster1
323,3.464102,0,1.732051,0,-1.732051,-1.732051,-1.732051,0,0,0,0,cluster1
324,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
325,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
326,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
327,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
328,1.732051,0,1.732051,-1.732051,-1.732051,0,-1.732051,0,1.732051,0,1,cluster1
329,1.732051,1.732051,1.732051,5.196152,-1.732051,0,-5.196152,-5.196152,-1.732051,-3.464102,0,cluster0
330,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
331,1.732051,1.732051,3.464102,0,0,-1.732051,-1.732051,0,0,0,0,cluster1
332,0,1.732051,1.732051,3.464102,-1.732051,0,-3.464102,-3.464102,0,-3.464102,1,cluster0
333,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,1,cluster0
334,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
335,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
336,3.464102,0,3.464102,0,1.732051,0,-1.732051,0,0,0,0,cluster1
337,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
338,1.732051,-1.732051,3.464102,-1.732051,0,0,-1.732051,0,1.732051,1.732051,0,cluster1
339,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,0,cluster0
340,1.732051,0,0,3.464102,-1.732051,-1.732051,-1.732051,-3.464102,0,0,0,cluster0
341,3.464102,-1.732051,3.464102,-1.732051,-1.732051,0,0,-1.732051,1.732051,3.464102,0,cluster1
342,3.464102,0,3.464102,0,0,0,-3.464102,-1.732051,0,0,1,cluster1
343,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,1,cluster0
344,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
345,3.464102,1.732051,3.464102,0,0,-1.732051,1.732051,0,0,1.732051,0,cluster1
346,5.196152,0,1.732051,1.732051,-1.732051,-1.732051,0,0,0,1.732051,0,cluster1
347,5.196152,0,1.732051,1.732051,0,-1.732051,1.732051,1.732051,0,1.732051,1,cluster1
348,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
349,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
350,0,0,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
351,1.732051,0,0,-1.732051,-1.732051,-1.732051,-5.196152,-1.732051,1.732051,1.732051,0,cluster1
352,3.464102,0,0,3.464102,-1.732051,0,0,-3.464102,-1.732051,1.732051,1,cluster0
353,5.196152,0,3.464102,1.732051,-1.732051,0,1.732051,0,0,1.732051,0,cluster1
354,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
355,3.464102,1.732051,5.196152,0,-1.732051,0,-3.464102,-1.732051,0,-1.732051,0,cluster1
356,0,1.732051,0,3.464102,-1.732051,-1.732051,-5.196152,-3.464102,0,-3.464102,1,cluster0
357,3.464102,-1.732051,1.732051,-1.732051,-3.464102,0,0,-1.732051,1.732051,3.464102,0,cluster1
358,-1.732051,1.732051,0,1.732051,-1.732051,-1.732051,-5.196152,-3.464102,1.732051,-3.464102,0,cluster0
359,3.464102,0,1.732051,1.732051,-1.732051,-1.732051,-1.732051,0,1.732051,1.732051,0,cluster1
360,1.732051,-1.732051,1.732051,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,3.464102,1,cluster1
361,0,0,1.732051,0,-3.464102,0,-3.464102,-5.196152,0,-1.732051,0,cluster0
362,5.196152,0,0,1.732051,0,-1.732051,-5.196152,-1.732051,-1.732051,1.732051,1,cluster1
363,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
364,1.732051,0,1.732051,1.732051,-1.732051,0,0,-3.464102,0,0,0,cluster0
365,0,0,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-1.732051,1,cluster0
366,-1.732051,1.732051,0,1.732051,0,-1.732051,-3.464102,-1.732051,1.732051,-3.464102,1,cluster0
367,5.196152,0,5.196152,0,0,0,1.732051,0,0,1.732051,1,cluster1
368,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
369,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
370,1.732051,0,1.732051,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,1.732051,0,cluster1
371,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
372,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
373,1.732051,3.464102,0,1.732051,-1.732051,-3.464102,-3.464102,0,0,-1.732051,0,cluster1
374,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
375,1.732051,0,1.732051,-1.732051,-3.464102,0,-3.464102,-1.732051,1.732051,0,0,cluster1
376,3.464102,1.732051,3.464102,0,-1.732051,0,-3.464102,-1.732051,0,0,1,cluster1
377,1.732051,1.732051,0,-1.732051,0,-1.732051,-3.464102,0,0,0,0,cluster1
378,3.464102,1.732051,0,-1.732051,-1.732051,-1.732051,-1.732051,-1.732051,0,1.732051,0,cluster1
379,3.464102,-1.732051,3.464102,-1.732051,-1.732051,0,0,-1.732051,1.732051,3.464102,0,cluster1
380,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
381,0,1.732051,0,3.464102,0,-1.732051,-3.464102,-1.732051,0,-3.464102,1,cluster0
382,3.464102,1.732051,1.732051,1.732051,0,-1.732051,-1.732051,1.732051,0,-1.732051,1,cluster1
383,1.732051,1.732051,1.732051,5.196152,-1.732051,0,-5.196152,-5.196152,-1.732051,-3.464102,0,cluster0
384,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
385,1.732051,-1.732051,0,-1.732051,-1.732051,-1.732051,-1.732051,0,1.732051,1.732051,0,cluster1
386,1.732051,0,1.732051,3.464102,-1.732051,0,0,-3.464102,0,0,1,cluster0
387,5.196152,0,3.464102,0,-1.732051,0,0,-1.732051,0,3.464102,0,cluster1
388,0,1.732051,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,0,-3.464102,0,cluster0
389,1.732051,1.732051,0,-1.732051,0,-1.732051,-3.464102,0,0,0,0,cluster1
390,3.464102,1.732051,5.196152,0,-1.732051,0,-3.464102,-1.732051,0,-1.732051,0,cluster1
391,3.464102,0,0,1.732051,0,-1.732051,-3.464102,0,0,0,1,cluster1
392,5.196152,0,5.196152,0,-1.732051,0,0,-1.732051,0,1.732051,0,cluster1
393,0,0,1.732051,3.464102,-1.732051,0,-3.464102,-5.196152,1.732051,0,0,cluster0
394,1.732051,0,1.732051,1.732051,-1.732051,0,0,-3.464102,0,0,0,cluster0
395,3.464102,1.732051,5.196152,0,0,0,-1.732051,0,0,-1.732051,1,cluster1
396,0,1.732051,3.464102,1.732051,0,0,-3.464102,-3.464102,0,-3.464102,0,cluster0
397,3.464102,0,1.732051,0,0,-1.732051,0,1.732051,0,0,1,cluster1
398,3.464102,-1.732051,1.732051,0,-1.732051,0,-3.464102,-1.732051,0,3.464102,1,cluster1
399,0,1.732051,1.732051,3.464102,-1.732051,0,-3.464102,-3.464102,0,-3.464102,1,cluster0
400,1.732051,1.732051,1.732051,1.732051,0,0,-1.732051,-1.732051,0,-1.732051,0,cluster1
401,1.732051,0,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,0,0,0,cluster0
402,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
403,0,1.732051,1.732051,1.732051,-1.732051,-1.732051,-6.928203,-5.196152,0,-3.464102,1,cluster0
404,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
405,3.464102,0,3.464102,0,-1.732051,0,-1.732051,0,0,0,1,cluster1
406,0,1.732051,1.732051,1.732051,-1.732051,-1.732051,-6.928203,-5.196152,0,-3.464102,1,cluster0
407,1.732051,0,0,5.196152,-1.732051,0,0,-3.464102,0,0,0,cluster0
408,0,0,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
409,3.464102,-1.732051,0,0,-1.732051,-1.732051,0,0,1.732051,3.464102,1,cluster1
410,3.464102,0,0,1.732051,0,-1.732051,-3.464102,0,0,0,1,cluster1
411,3.464102,1.732051,3.464102,0,-1.732051,0,-3.464102,-1.732051,0,0,0,cluster1
412,1.732051,0,0,3.464102,-1.732051,-1.732051,-1.732051,-3.464102,0,0,1,cluster0
413,1.732051,0,1.732051,-1.732051,0,0,-1.732051,0,1.732051,1.732051,1,cluster1
414,3.464102,1.732051,1.732051,1.732051,-1.732051,-1.732051,-3.464102,0,0,-1.732051,1,cluster1
415,1.732051,-1.732051,3.464102,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,1.732051,0,cluster1
416,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
417,1.732051,1.732051,0,1.732051,0,-1.732051,-3.464102,-1.732051,0,-1.732051,0,cluster1
418,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
419,1.732051,-1.732051,0,-1.732051,-1.732051,-1.732051,-1.732051,0,1.732051,1.732051,0,cluster1
420,3.464102,0,1.732051,0,-1.732051,-1.732051,-1.732051,0,0,0,1,cluster1
421,5.196152,0,5.196152,0,0,0,1.732051,0,0,1.732051,1,cluster1
422,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
423,3.464102,1.732051,5.196152,0,-1.732051,0,-3.464102,-1.732051,0,-1.732051,0,cluster1
424,-1.732051,0,1.732051,0,-1.732051,0,-1.732051,-3.464102,1.732051,-1.732051,0,cluster0
425,3.464102,1.732051,0,1.732051,1.732051,-1.732051,-1.732051,1.732051,0,-1.732051,0,cluster1
426,1.732051,1.732051,3.464102,0,-1.732051,-1.732051,-3.464102,-1.732051,0,0,0,cluster1
427,1.732051,-1.732051,1.732051,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,3.464102,1,cluster1
428,5.196152,0,3.464102,0,-1.732051,0,0,-1.732051,0,3.464102,0,cluster1
429,5.196152,0,3.464102,0,-3.464102,0,0,-1.732051,0,1.732051,0,cluster1
430,0,0,1.732051,1.732051,-1.732051,0,-1.732051,-3.464102,0,-1.732051,0,cluster0
431,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
432,0,1.732051,0,1.732051,-1.732051,0,-3.464102,-3.464102,0,-1.732051,1,cluster0
433,1.732051,0,0,3.464102,-1.732051,-1.732051,-1.732051,-3.464102,0,0,0,cluster0
434,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
435,1.732051,1.732051,1.732051,1.732051,0,0,-1.732051,-1.732051,0,-1.732051,0,cluster1
436,-1.732051,1.732051,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,1.732051,-3.464102,0,cluster0
437,1.732051,0,1.732051,1.732051,0,0,-1.732051,-1.732051,0,0,0,cluster1
438,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
439,1.732051,0,0,0,0,-1.732051,-1.732051,1.732051,1.732051,0,1,cluster1
440,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
441,0,0,1.732051,1.732051,-1.732051,0,-1.732051,-3.464102,0,-1.732051,1,cluster0
442,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
443,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,1,cluster0
444,1.732051,1.732051,0,-1.732051,0,-1.732051,-5.196152,-1.732051,1.732051,-1.732051,0,cluster1
445,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
446,1.732051,-1.732051,0,-1.732051,-1.732051,-1.732051,-1.732051,0,1.732051,1.732051,1,cluster1
447,1.732051,0,0,-1.732051,-1.732051,-1.732051,-5.196152,-1.732051,1.732051,1.732051,0,cluster1
448,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,0,cluster0
449,3.464102,0,1.732051,0,0,-1.732051,-3.464102,0,0,1.732051,1,cluster1
450,0,1.732051,0,3.464102,-1.732051,-1.732051,-5.196152,-3.464102,0,-3.464102,0,cluster0
451,0,0,0,1.732051,-1.732051,-1.732051,-3.464102,-3.464102,0,-1.732051,1,cluster0
452,3.464102,-1.732051,0,0,0,-1.732051,1.732051,1.732051,1.732051,3.464102,1,cluster1
453,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
454,0,1.732051,0,1.732051,-1.732051,0,-3.464102,-3.464102,0,-1.732051,1,cluster0
455,0,0,1.732051,0,-1.732051,0,-3.464102,-5.196152,0,0,0,cluster0
456,0,0,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,0,-1.732051,1,cluster0
457,0,0,0,0,-3.464102,0,-3.464102,-5.196152,0,0,0,cluster0
458,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
459,3.464102,1.732051,0,0,0,-1.732051,-5.196152,-1.732051,0,0,0,cluster1
460,1.732051,1.732051,3.464102,0,-1.732051,-1.732051,-3.464102,-1.732051,0,0,0,cluster1
461,0,0,0,1.732051,-3.464102,0,-3.464102,-5.196152,1.732051,1.732051,0,cluster0
462,0,0,1.732051,1.732051,-1.732051,0,-3.464102,-5.196152,0,-1.732051,0,cluster0
463,3.464102,1.732051,3.464102,0,-1.732051,-1.732051,0,-1.732051,0,1.732051,0,cluster1
464,5.196152,0,1.732051,1.732051,-1.732051,-1.732051,0,0,0,1.732051,0,cluster1
465,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,1,cluster0
466,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,1,cluster0
467,0,1.732051,0,1.732051,-1.732051,0,-3.464102,-3.464102,0,-1.732051,1,cluster0
468,3.464102,0,0,1.732051,1.732051,-1.732051,-1.732051,1.732051,0,0,0,cluster1
469,3.464102,1.732051,3.464102,0,-1.732051,0,-3.464102,-1.732051,0,0,0,cluster1
470,3.464102,1.732051,5.196152,0,0,0,-1.732051,0,0,-1.732051,0,cluster1
471,0,1.732051,1.732051,3.464102,-1.732051,0,-3.464102,-3.464102,0,-3.464102,1,cluster0
472,1.732051,3.464102,0,-1.732051,-1.732051,0,-1.732051,0,0,-1.732051,1,cluster1
473,3.464102,0,5.196152,0,-1.732051,0,-3.464102,-1.732051,0,0,0,cluster1
474,0,0,0,1.732051,0,-1.732051,0,-1.732051,1.732051,0,1,cluster1
475,1.732051,-1.732051,0,-1.732051,-1.732051,-1.732051,-5.196152,-1.732051,1.732051,3.464102,1,cluster1
476,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,1,cluster0
477,1.732051,1.732051,0,-1.732051,0,-1.732051,-3.464102,0,0,0,0,cluster1
478,1.732051,0,0,1.732051,-1.732051,0,-1.732051,-3.464102,-1.732051,0,0,cluster0
479,3.464102,0,5.196152,0,0,0,-1.732051,0,0,0,0,cluster1
480,1.732051,0,1.732051,1.732051,-1.732051,0,-1.732051,-5.196152,0,1.732051,0,cluster0
481,1.732051,0,1.732051,1.732051,-1.732051,0,-1.732051,-5.196152,0,1.732051,0,cluster0
482,-1.732051,0,0,1.732051,-1.732051,-1.732051,-5.196152,-3.464102,1.732051,-1.732051,0,cluster0
483,1.732051,0,0,1.732051,-1.732051,0,0,-3.464102,0,1.732051,1,cluster0
484,-1.732051,0,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,1.732051,-1.732051,0,cluster0
485,3.464102,1.732051,1.732051,1.732051,0,-1.732051,-1.732051,1.732051,0,-1.732051,1,cluster1
486,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
487,3.464102,1.732051,0,0,1.732051,-1.732051,-3.464102,0,0,0,1,cluster1
488,3.464102,0,1.732051,0,0,-1.732051,1.732051,1.732051,1.732051,1.732051,1,cluster1
489,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
490,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
491,1.732051,1.732051,0,3.464102,-1.732051,0,-3.464102,-3.464102,-1.732051,-1.732051,1,cluster0
492,3.464102,1.732051,3.464102,0,0,0,-1.732051,0,0,0,1,cluster1
493,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
494,0,0,1.732051,1.732051,-1.732051,0,-1.732051,-3.464102,0,-1.732051,0,cluster0
495,3.464102,0,1.732051,1.732051,0,-1.732051,-1.732051,1.732051,0,0,1,cluster1
496,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
497,3.464102,1.732051,3.464102,0,0,-1.732051,1.732051,0,0,1.732051,0,cluster1
498,0,0,0,1.732051,0,-1.732051,-1.732051,-1.732051,0,-1.732051,1,cluster1
499,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
500,1.732051,0,0,1.732051,-3.464102,0,-1.732051,-5.196152,0,1.732051,0,cluster0
501,1.732051,1.732051,0,-1.732051,-1.732051,-1.732051,-5.196152,-1.732051,0,0,1,cluster1
502,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
503,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
504,1.732051,0,0,1.732051,0,-1.732051,-3.464102,-1.732051,0,0,0,cluster1
505,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,0,cluster0
506,0,1.732051,0,3.464102,0,-1.732051,-3.464102,-1.732051,0,-3.464102,1,cluster0
507,3.464102,1.732051,5.196152,0,0,0,-1.732051,0,0,-1.732051,0,cluster1
508,1.732051,0,0,1.732051,-3.464102,0,-1.732051,-5.196152,0,1.732051,1,cluster0
509,1.732051,0,1.732051,-1.732051,-3.464102,0,-3.464102,-1.732051,1.732051,0,0,cluster1
510,0,0,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-1.732051,1,cluster0
511,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
512,3.464102,-1.732051,3.464102,-1.732051,-1.732051,0,0,-1.732051,1.732051,3.464102,0,cluster1
513,0,1.732051,3.464102,1.732051,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
514,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
515,1.732051,0,0,5.196152,-1.732051,0,0,-3.464102,0,0,0,cluster0
516,1.732051,0,1.732051,-1.732051,0,0,-1.732051,0,1.732051,1.732051,0,cluster1
517,3.464102,1.732051,5.196152,0,0,0,-1.732051,0,0,-1.732051,0,cluster1
518,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
519,1.732051,0,0,0,0,0,0,-1.732051,0,1.732051,1,cluster1
520,0,1.732051,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,0,-3.464102,0,cluster0
521,3.464102,-1.732051,0,0,0,-1.732051,1.732051,1.732051,1.732051,3.464102,1,cluster1
522,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,0,cluster0
523,0,1.732051,1.732051,1.732051,-1.732051,-1.732051,-6.928203,-5.196152,0,-3.464102,0,cluster0
524,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
525,3.464102,0,0,3.464102,-3.464102,0,-1.732051,-5.196152,-1.732051,1.732051,0,cluster0
526,0,0,1.732051,1.732051,-1.732051,0,0,-3.464102,1.732051,0,1,cluster0
527,3.464102,1.732051,5.196152,0,0,0,-1.732051,0,0,-1.732051,1,cluster1
528,5.196152,0,5.196152,0,0,0,1.732051,0,0,1.732051,0,cluster1
529,0,0,0,0,-3.464102,0,-3.464102,-5.196152,0,0,0,cluster0
530,1.732051,0,0,3.464102,0,-1.732051,0,-1.732051,0,0,1,cluster1
531,5.196152,0,3.464102,0,-1.732051,0,0,-1.732051,0,3.464102,0,cluster1
532,3.464102,0,0,3.464102,-1.732051,0,0,-3.464102,-1.732051,1.732051,1,cluster0
